FeatureID,Name,Formula,MW,# ChemSpider Results,# mzCloud Results,KEGG Pathways,Area: 60_CTRL_1246.1,Area: 59_CTRL_1154.1,Area: 58_ERLE_1154.1,Area: 57_CTRL_1246.3,Area: 56_BOCU_1246.1,Area: 55_LEDU_CTRL.2,Area: 54_LEDU_CTRL.1,Area: 53_ERIN_1177.1,Area: 52_BOCU_1246.2,Area: 51_ERLE_1246.2,Area: 50_BOCU_CTRL.2,Area: 49_ERIN_1246.3,Area: 48_LEDU_CTRL.2,Area: 47_CTRL_1177.1,Area: 46_CTRL_1154.2,Area: 45_LEDU_1154.1,Area: 44_BOCU_1154.2,Area: 43_ERIN_1154.3,Area: 42_ERIN_1154.2,Area: 41_CTRL_CTRL.1,Area: 40_CTRL_CTRL.3,Area: 39_ERIN_1177.2,Area: 38_BOCU_1177.2,Area: 37_ERLE_1246.3,Area: 36_ERIN_CTRL.1,Area: 35_LEDU_1246.3,Area: 34_ERLE_1177.2,Area: 33_BOCU_1177.1,Area: 32_ERLE_CTRL.2,Area: 31_BOCU_CTRL.1,Area: 30_ERLE_1154.3,Area: 29_LEDU_1246.1,Area: 28_ERLE_CTRL.1,Area: 27_LEDU_1177.2,Area: 26_LEDU_1246.2,Area: 25_ERIN_CTRL.2,Area: 24_ERLE_1177.1,Area: 22_BOCU_CTRL.2,Area: 21_LEDU_1177.3,Area: 20_ERIN_1154.1,Area: 19_CTRL_1246.2,Area: 18_BOCU_1154.3,Area: 17_ERIN_CTRL.2,Area: 16_ERLE_CTRL.2,Area: 15_BOCU_1177.3,Area: 14_CTRL_1177.3,Area: 13_ERLE_1246.1,Area: 12_ERLE_1177.3,Area: 11_ERIN_1246.1,Area: 10_CTRL_1154.3,Area: 9_ERLE_1154.2,Area: 8_ERIN_1246.2,Area: 7_BOCU_1154.1,Area: 6_LEDU_1177.1,Area: 5_LEDU_1154.2,Area: 4_BOCU_1246.3,Area: 3_LEDU_1154.3,Area: 2_CTRL_CTRL.2,Area: 1_ERIN_1177.3,Gap Status: 60_CTRL_1246.1,Gap Status: 59_CTRL_1154.1,Gap Status: 58_ERLE_1154.1,Gap Status: 57_CTRL_1246.3,Gap Status: 56_BOCU_1246.1,Gap Status: 55_LEDU_CTRL.2,Gap Status: 54_LEDU_CTRL.1,Gap Status: 53_ERIN_1177.1,Gap Status: 52_BOCU_1246.2,Gap Status: 51_ERLE_1246.2,Gap Status: 50_BOCU_CTRL.2,Gap Status: 49_ERIN_1246.3,Gap Status: 48_LEDU_CTRL.2,Gap Status: 47_CTRL_1177.1,Gap Status: 46_CTRL_1154.2,Gap Status: 45_LEDU_1154.1,Gap Status: 44_BOCU_1154.2,Gap Status: 43_ERIN_1154.3,Gap Status: 42_ERIN_1154.2,Gap Status: 41_CTRL_CTRL.1,Gap Status: 40_CTRL_CTRL.3,Gap Status: 39_ERIN_1177.2,Gap Status: 38_BOCU_1177.2,Gap Status: 37_ERLE_1246.3,Gap Status: 36_ERIN_CTRL.1,Gap Status: 35_LEDU_1246.3,Gap Status: 34_ERLE_1177.2,Gap Status: 33_BOCU_1177.1,Gap Status: 32_ERLE_CTRL.2,Gap Status: 31_BOCU_CTRL.1,Gap Status: 30_ERLE_1154.3,Gap Status: 29_LEDU_1246.1,Gap Status: 28_ERLE_CTRL.1,Gap Status: 27_LEDU_1177.2,Gap Status: 26_LEDU_1246.2,Gap Status: 25_ERIN_CTRL.2,Gap Status: 24_ERLE_1177.1,Gap Status: 22_BOCU_CTRL.2,Gap Status: 21_LEDU_1177.3,Gap Status: 20_ERIN_1154.1,Gap Status: 19_CTRL_1246.2,Gap Status: 18_BOCU_1154.3,Gap Status: 17_ERIN_CTRL.2,Gap Status: 16_ERLE_CTRL.2,Gap Status: 15_BOCU_1177.3,Gap Status: 14_CTRL_1177.3,Gap Status: 13_ERLE_1246.1,Gap Status: 12_ERLE_1177.3,Gap Status: 11_ERIN_1246.1,Gap Status: 10_CTRL_1154.3,Gap Status: 9_ERLE_1154.2,Gap Status: 8_ERIN_1246.2,Gap Status: 7_BOCU_1154.1,Gap Status: 6_LEDU_1177.1,Gap Status: 5_LEDU_1154.2,Gap Status: 4_BOCU_1246.3,Gap Status: 3_LEDU_1154.3,Gap Status: 2_CTRL_CTRL.2,Gap Status: 1_ERIN_1177.3,Gap Status: 1plus_RP_pos_MS2.raw (F193),name4plot,C,H,N,O,S,P,Cl,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class
Feature0307,Nicotinamide,C6 H6 N2 O,122.04796,13,35,Metabolic pathways;Biosynthesis of cofactors;Other,664880.8644,258037.9414,259683.9909,707513.1587,408901.6208,10404960.17,5827456.906,435710.4478,1754711.435,25504917.85,9589620.667,887667.8769,2859761.556,446767.4062,338700.5561,197761.2987,151431.2698,154871.0742,144167.0901,13312752.41,10793623.46,8302832.683,46211532.86,30737018.76,11680969.82,2354608.993,9208769.063,49490746.98,11192944.89,5590386.318,256689.0314,4534384.754,8040520.915,51717545.01,17088253.27,11527567.87,3536360.898,3534911.299,122493.6624,282472.4463,31230799.18,26593231.77,3545309.798,11879195.48,529345.1045,16835244.31,19221261.19,7713656.634,28095422.21,170059.0154,305240.8016,29908283.62,136855.3202,132024.3056,106667.9945,13035942.7,137463.36,10417694.27,1645324.514,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Nicotinamide,6,6,2,1,0,0,0,1,0.16666666666666666,0.3333333333333335,50.8,5,4,0.6666666666666666,0.7142857142857143,2,Lignin
Feature0306,Ne-Acetyllysine,C8 H16 N2 O3,188.11612,27,149,Metabolic pathways;Other,41030789.41,9076923.493,17005574.83,62576740.37,61962026.83,42625559.1,20771187.27,13454887.16,61811445.81,37242626.92,26114690,21735427.25,14031253.5,16520683.22,6759987.541,7592871.275,10792168.37,9993133.9,8820515.55,41498940.84,31913814.2,26529233.34,24257512.94,65916694.06,37781186.1,94711448.87,4898837.333,25127671.86,46804649.53,18424758.25,14485155.07,51685710.34,29433799.62,27163534.28,56422803.61,37585014.34,13974474.79,11702159.61,7869866.037,17533945.97,75279022.21,14387659.35,50018649.57,44607630.09,16203021.46,25696390.95,38423884.43,19877257.31,44292314.29,4895524.496,6258131.816,29357773.46,8057154.886,6104730.423,4007165.99,44715616.55,5074078.921,35137778.16,12908903.72,Full gap,Full gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Ne-Acetyllysine-peak2,8,16,2,3,0,0,0,2,0.375,-0.5,74.55,2,-1,-1,-0.3333333333333333,-3,Protein
Feature0305,Ne-Acetyllysine,C8 H16 N2 O3,188.11612,27,26,Metabolic pathways;Other,4799643.449,286116.7615,72464.1607,4358553.873,7404208.271,304740.7293,236905.0142,122624.4501,4253956.579,2835587.337,2197856.879,4534895.453,64998483.91,90904.46659,108030.8013,126328.1231,195003.1409,102644.6668,90982.62354,325375.7068,261119.3488,114263.5848,251744.1648,2516842.759,177732.1791,4952272.631,143606.5684,178072.6903,444802.6522,139193.3554,70476.13491,7352800.999,557841.1372,292232.324,5832446.853,347612.5406,66390.6673,190978.9485,83616.87135,111643.4692,6539028.62,234401.2413,9894715.577,389726.2446,134979.425,156316.4638,4042994.545,66265.50371,2445145.402,220847.0557,54923.5677,3072700.165,178813.8367,72815.08688,86000.63969,3363717.772,151329.6727,417026.8815,60589.26597,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Ne-Acetyllysine-peak1,8,16,2,3,0,0,0,2,0.375,-0.5,74.55,2,-1,-1,-0.3333333333333333,-3,Protein
Feature0304,N8-Acetylspermidine,C9 H21 N3 O,187.16849,2,1,NA,205512.046,2691453.093,265508.6256,256917.2795,1514638.672,350819.994,229837.7046,263502.4582,560657.644,230501.1647,3475293.444,272475.439,221900.6103,2535375.209,182066.9168,262035.7347,302257.6248,223058.8136,103163.6157,315529.7948,197478.7431,252779.4718,24043393.24,240224.98,280192.3266,331099.5472,3784255.797,25185233.95,352416.2667,261459.8102,151794.7355,1144806.641,218254.5078,27474615.93,217097.2757,249536.5521,246178.1356,232215.1121,385128.191,164442.8267,420377.1476,3783970.859,871133.6984,271049.7266,1733913.093,2217691.772,272963.984,223814.5958,288891.1534,2060909.119,156656.3684,449884.469,296529.176,1006506.985,260881.4104,309200.0626,305836.5016,238838.7289,125178.7053,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,N8-Acetylspermidine,9,21,3,1,0,0,0,2.3333333333333335,0.1111111111111111,-1.1111111111111107,91.96666666666665,1,0,-0.6,-0.45454545454545453,-3,Lipid
Feature0303,N-Methyl-Nâ€²-piperazinoacetohydrazide,C7 H16 N4 O,172.13244,2,0,NA,481035982.3,142266.8286,400868.4946,504836293.6,462985223.2,1173832.051,340804.3755,61837.3667,961178.8992,14352762.03,333345.1736,2714149.519,309180.262,100032.6434,67699.28124,71458.34741,79190.0747,57940.34677,54492.16986,224091.7578,587654.4116,62990.22884,846791.7203,13189403.45,407297.8416,17621109.63,846451.367,1622646.467,787766.9819,6258583.02,55792.09626,8156605.77,524992.6229,1051355.492,20054265.58,291341.3289,58058.68153,62348.82329,82360.14904,60247.39655,334250.7518,160172.7777,281002.8959,86027.93423,88180.16874,80311.0446,828450.8145,174518.2825,11687841.25,97947.33255,51481.88918,4816098.86,77557.09904,226600.011,70096.62865,321520864,69357.34724,5099908.344,114483.3724,Full gap,No gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,N-Methyl-Nâ€²-piperazinoacetohydrazide-peak2,7,16,4,1,0,0,0,2.2857142857142856,0.14285714285714285,-0.2857142857142856,68.44285714285714,2,1,-1.5,-1,-3,Lipid
Feature0302,N-Methyl-Nâ€²-piperazinoacetohydrazide,C7 H16 N4 O,172.13243,2,0,NA,6813094.022,140474.6073,97232.64296,14054271.13,23715092.68,6032918.555,3629277.873,74045.93354,450505716.3,284592056.2,14562656.61,253574458.6,3586423.266,232828.8467,83939.30004,142317.5425,121122.3508,80870.20353,94054.48942,5745406.026,5017005.087,141532.6965,20862776.08,369007499.9,5620365.917,407056554.7,8119086.332,26415486.08,6408201.927,6258583.02,807484.4041,284813349,4359751.725,23309361.89,375801854.4,5612445.83,72539.10158,1866616.619,131349.4785,108935.206,433033197.5,1282655.681,5048744.883,5901050.229,605758.5159,1040819.556,270307028.9,907573.6682,314033107.5,100439.802,363781.7166,274869323.4,110183.5388,226600.011,102407.0393,321520864,134951.2135,127113.923,71086.40537,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,No gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,N-Methyl-Nâ€²-piperazinoacetohydrazide-peak1,7,16,4,1,0,0,0,2.2857142857142856,0.14285714285714285,-0.2857142857142856,68.44285714285714,2,1,-1.5,-1,-3,Lipid
Feature0301,N-Caffeoylputrescine,C13 H18 N2 O3,250.1317,27,21,NA,140745.9464,137850.6802,142203.5004,132045.8581,133213.3588,151001.296,150809.2415,20235200.39,151659.5805,148756.0642,152242.4956,148543.1477,144373.0612,21516187.43,139518.6191,148738.8493,150056.9815,145188.5803,145261.4467,152368.7411,463671.2735,4949431.587,170444989.1,143569.2015,151766.9574,146346.3382,79569181.1,185864735,156217.0813,146135.6917,141331.0727,148607.6333,340110.1914,156897332.6,149781.6171,147808.3636,6732576.916,148347.6175,26710985.1,150574.8966,149226.4518,357464.0213,146554.0591,149288.1662,252820632,123397704.4,141620.072,5374257.313,152469.0878,143169.5385,148843.8399,141061.5641,144347.8849,180609056.1,189804.1587,141978.7249,145390.9222,151084.9689,1469580.305,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,N-Caffeoylputrescine,13,18,2,3,0,0,0,1.3846153846153846,0.23076923076923078,-0.4615384615384617,73.45384615384616,6,3,0.125,0.2631578947368421,1,Lignin
Feature0300,N-Allyl-N'-(4-piperidinylmethyl)ethanediamide,C11 H19 N3 O2,225.14773,12,36,NA,96851246.66,58724779.15,5554649.708,114135132.5,135986422.6,119437878.8,70510141.67,8534111.68,129794177.5,59962955.15,58090646.37,62907208.77,62469425.56,20474258.17,22518869.71,37399328.06,41041136.05,5211884.92,3811554.681,130676469.2,106480294.5,3397858.707,36773597.3,90290937.09,119809849.6,138447324.7,12502913.25,39115633.73,119369437.9,77743446.76,3127959.05,122999833,87336397.83,42485176.66,108657780.5,107763848.9,4114583.957,53506488.32,12507562.42,7352478.222,124616018.8,47659608.46,89911548.27,121762140.4,24886861.84,22257553.95,73241295.55,2893962.58,74085767.97,52436562.71,2783501.827,84812057.43,29605985.4,27370916.33,27439742.77,101210961.7,30664785.47,115546891.6,1279777.77,Full gap,No gap,No gap,Full gap,No gap,No gap,No gap,No gap,Full gap,No gap,No gap,No gap,No gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,No gap,No gap,No gap,Full gap,Full gap,No gap,No gap,Full gap,No gap,No gap,No gap,No gap,No gap,Full gap,No gap,Full gap,Full gap,No gap,No gap,No gap,No gap,Full gap,Full gap,No gap,Full gap,No gap,No gap,Full gap,No gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,N-Allyl-N'-(4-piperidinylmethyl)ethanediamide,11,19,3,2,0,0,0,1.7272727272727273,0.18181818181818182,-0.5454545454545459,75.84545454545456,4,2,-0.16666666666666666,0,-1,Lipid
Feature0299,N-Acetylvaline,C7 H13 N O3,159.08956,56,2,"Metabolic pathways;Tropane, piperidine and pyridine alkaloid biosynthesis;Other",296818.8423,701453.1948,8783864.563,312486.8346,360483.8324,388468.2092,340890.2905,4990597.05,311499.7013,259540.1378,343429.1702,1373865.16,228664.9138,4388638.262,2013466.58,260602.5341,1323326.458,3002484.74,2330992.755,419840.389,313592.9114,28234610.43,201692.6821,259521.1542,301817.0136,311791.2072,828975.7889,153191.3877,416110.3322,256725.7127,7047752.152,513678.0827,282003.244,219964.8473,295520.4632,300614.559,14617976.69,307746.1048,3593607.189,7160000.871,306207.2236,756127.2257,232825.7903,409951.042,618405.4352,507357.8546,291106.1146,35339329.59,275204.176,163954.5644,3204688.678,298039.2184,2358722.961,778017.0144,1967874.97,278393.1367,1469347.614,296795.9533,17439918.05,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,N-Acetylvaline,7,13,1,3,0,0,0,1.8571428571428572,0.42857142857142855,-0.5714285714285712,76.58571428571427,2,-1,-0.6666666666666666,-0.1111111111111111,-2,Protein
Feature0298,N-Acetyl-L-histidine,C8 H11 N3 O3,197.08006,14,58,NA,3592388.443,6322425.917,2403392.647,3797104.485,4078866.08,4608491.157,2721848.348,4489452.544,4310475.12,2763666.918,3731566.391,2085812.444,7002334.358,4303729.691,5478987.177,5458509.651,5402385.714,1906730.391,1558111.354,4870751.927,4465883.852,4360914.789,16984250.71,3381957.425,4615404.257,3806760.818,6740292.402,24588377.48,4185479.432,3957717.15,1804191.813,3137091.692,3590174.073,23519998.34,2652935.18,4695078.552,3427175.575,2443673.756,4437411.461,1933871.241,4649910.959,21538743,3855660.084,3570064.429,9175492.479,7178611.961,2330237.374,2494612.717,2922453.926,5518006.683,1664127.622,2781088.538,5940780.466,7002626.642,4815289.674,2647756.885,5621515.769,3997039.647,2668488.657,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,N-Acetyl-L-histidine,8,11,3,3,0,0,0,1.375,0.375,0.5,46.05,5,2,-0.5,0.14285714285714285,-1,Lignin
Feature0297,N-Acetyl-D-galactosamine,C8 H15 N O6,221.08991,22,10,Metabolic pathways;ABC transporters;Other,3615490.25,16634881.4,10637739.47,6757600.761,9604126.076,6237641.06,3756811.921,11035448.78,9085722.804,3256071.175,7753266.888,4711173.617,3313257.069,31533005.5,13316047.98,22590097.06,20805995.72,5131574.691,4838054.809,4014982.378,5323836.886,18248615.58,15290735.25,6006208.63,6047724.044,10735619.9,22685558.01,11759405.15,5838497.359,5737056.461,8251020.478,11080710.13,4281212.866,13248667.3,7115254.659,4945237.643,17508234.8,2960341.731,19578128.11,8962073.223,5752426.41,12498425.96,5034438.427,6460702.987,18423999.18,13502224.75,4752620.403,20514555.34,4201751.24,12601610.37,3483453.933,5287917.827,17741390.57,14757865.95,16867414.16,6761198.623,21513286.09,6160248.619,13752288.08,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,N-Acetyl-D-galactosamine,8,15,1,6,0,0,0,1.875,0.75,0,60.3,2,-4,-5,-0.5,-5,Carbohydrate
Feature0296,"N-Acetyl-3,4,5,6-tetrahydroxynorleucine",C8 H15 N O7,237.08488,12,4,NA,122707672.9,42994303.78,13889169.7,154570446.9,149668409.4,124411591.2,75907339.33,11072237.67,210795148,59123015.49,198231620.5,49105681.38,64938080.87,30765197.56,15770279.98,35390409.4,38183962.42,9907310.954,7917666.067,114982072.9,89129779.83,11683456.3,35909026.72,73939670.01,111856417.2,173931098.3,115483396.9,28177820.63,116634971.3,75224705.3,9333528.273,167683914.8,84213113.32,29420182.75,157123635.7,115595436.5,8874061.228,60803609.26,14399598.89,12920826.51,140657401.2,83590051.72,76394487.74,113440236.6,20658369.81,27362407.54,128415783.3,8957394.489,63732961.58,36414611.87,8175924.588,88493001.52,31688618.81,13842415.25,18819120.65,119246416.3,23677984.2,94536516,7939715.695,Full gap,Full gap,Full gap,Full gap,Missing ions,Missing ions,Missing ions,Full gap,Full gap,Missing ions,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Full gap,Full gap,Missing ions,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,"N-Acetyl-3,4,5,6-tetrahydroxynorleucine",8,15,1,7,0,0,0,1.875,0.875,0.25,53.175,2,-5,-Inf,-0.7142857142857143,-6,Carbohydrate
Feature0295,"N-[5-(1,2-Dihydroxyethyl)-4-hydroxy-2-oxotetrahydro-3-furanyl]acetamide",C8 H13 N O6,219.0743,7,4,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Other,75248601.37,25760131.04,9870568.597,96526403.08,98907492.56,82091237.67,47437328.75,9689569.88,140809935.8,33793556.1,126971884.4,29494572.79,42150996.07,18425279.02,11393011.83,21355237.18,21660895.51,8911375.446,5291514.649,74347540.22,59011538.85,10365735.11,21026418.86,45939436.48,71301775.11,111498185.6,76721936.98,18608775.43,75282821.73,46906390.64,6633720.702,105313452.1,54476290.75,17617796.65,99970687.71,74352518.59,7937454.692,39263220.44,11895198.51,8610831.153,87277771.93,50313968.08,49455155.14,71318406.21,15467399,15870994.81,80543284.25,6247799.792,37561574.15,24223119.82,5551902.57,54585985.36,15184095.27,12334181.29,12631202.05,76271015.33,18955246.32,60147518.37,6049483.175,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,No gap,No gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,No gap,No gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,"N-[5-(1,2-Dihydroxyethyl)-4-hydroxy-2-oxotetrahydro-3-furanyl]acetamide",8,13,1,6,0,0,0,1.625,0.75,0.25,53.175,3,-3,-4,-0.25,-4,Carbohydrate
Feature0294,"N-[5-(1,2-Dihydroxyethyl)-3-furyl]acetamide",C8 H11 N O4,185.06883,9,26,NA,3144025.698,11116994.42,13136622.85,4716669.113,8450378.784,1670422.247,501330.4398,12617128.83,11103283.91,3654855.615,1933880.792,5942199.829,1709311.178,31957656.42,13297052.1,27401722.89,24473409.26,4863126.54,5911539.792,2995570.637,1057045.807,32974332.01,8206811.466,9256924.561,2278333.702,12340750.69,40324317.3,5170067.437,2089775.94,1442943.457,8882299.097,13513937.06,2006491.437,7185331.073,9608890.063,1635647.424,28538612.77,1557655.778,7722662.181,13242082.51,6454838.181,10269574.09,1376703.603,2171001.137,6596869.033,4802203.36,6165831.707,32356402.15,5754445.635,4963018.822,5721568.608,4607807.299,13302751.89,5762984.745,9601389.057,4928637.44,27707271.6,1415005.852,18442171.5,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,No gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,"N-[5-(1,2-Dihydroxyethyl)-3-furyl]acetamide-peak2",8,11,1,4,0,0,0,1.375,0.5,0,60.3,4,0,-0.3333333333333333,0.2,-1,Lignin
