Name,Formula,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: Metabolika Search,Annot. Source: ChemSpider Search,Annot. DeltaMass [ppm],Calc. MW,RT [min],Area (Max.),# mzCloud Results,mzCloud Best Match,mzCloud Best Match Confidence,KEGG Pathways,MS2,Group Area: CTRL1,Group Area: F1154_1,Group Area: F1177_1,Group Area: F1246_1,Group Area: CTRL2,Group Area: CTRL3,Group Area: F1154_2,Group Area: F1177_3,Group Area: F1246_2,Group Area: F1154_3,Group Area: F1246_3,Gap Fill Status: 2plus_RP_pos_MS2.raw (F14),Gap Fill Status: 10plus_RP_pos_MS2.raw (F15),Gap Fill Status: 14plus_RP_pos_MS2.raw (F16),Gap Fill Status: 19plus_RP_pos_MS2.raw (F17),Gap Fill Status: 23plus_RP_pos_MS2.raw (F18),Gap Fill Status: 40plus_RP_pos_MS2.raw (F19),Gap Fill Status: 41plus_RP_pos_MS2.raw (F20),Gap Fill Status: 46plus_RP_pos_MS2.raw (F21),Gap Fill Status: 47plus_RP_pos_MS2.raw (F22),Gap Fill Status: 57plus_RP_pos_MS2.raw (F23),Gap Fill Status: 59plus_RP_pos_MS2.raw (F24),Gap Fill Status: 60plus_RP_pos_MS2.raw (F25),Gap Fill Status: Bplus_RP_pos_MS2.raw (F26)
7-Oxobenz[de]anthracene,C17 H10 O,No match,Invalid mass,No results,No results,15,230.07662,4.17,122821884.5,10,99.6,10,,DDA for preferred ion,4218646.343,9350456.562,10200270.69,2299340.474,646950.5826,1294013.336,320781.3814,6758891.273,55310116.84,122821884.5,51994556.34,16,16,16,16,16,16,16,16,16,128,0,128,32
L-Lysine,C6 H14 N2 O2,Full match,Full match,Full match,Full match,0.1,146.10554,0.93,121926424.8,98,99.6,93.4,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;ABC transporters;2-Oxocarboxylic acid metabolism;Protein digestion and absorption;D-Amino acid metabolism;Aminoacyl-tRNA biosynthesis;Tropane, piperidine and pyridine alkaloid biosynthesis;Other",DDA for preferred ion,45730701.97,61537077.93,65205350.95,25278097.33,43468673.75,45523775.05,50573513.92,121926424.8,18681788.15,71197621.66,10255750.57,0,0,0,128,128,0,0,0,0,128,0,128,32
"7-(tert-butyl)-4-imino-1,2,3,4,5,6-hexahydropyrido[3,4-d]pyridazine-1,5-dione",C11 H14 N4 O2,Full match,Full match,No results,Partial match,-0.06,234.11166,3.938,121355227.3,16,83.1,9.2,,DDA for preferred ion,1219040.917,1180452.165,1207901.247,121355227.3,91655325.72,101918268.7,828452.4929,2155048.498,588453.6991,148076.6392,1473702.085,16,128,128,0,16,0,0,128,128,16,16,16,32
"5-hydroxy-4-methoxy-5,6-dihydro-2H-pyran-2-one",C6 H8 O4,Full match,Full match,Partial match,Partial match,-0.07,144.04225,1.419,121103082.8,75,69.6,67.8,Microbial metabolism in diverse environments;Other,DDA for preferred ion,63756539.83,3828497.604,3955350.167,47882560.92,79520901.39,121103082.8,1356287.501,2192802.714,47207768.77,1225962.553,43901538.02,128,16,16,64,16,0,0,128,128,64,128,64,16
Ala-Leu,C9 H18 N2 O3,Full match,Invalid mass,No results,Full match,-0.21,202.1317,7.244,120918747.2,84,,,,DDA for preferred ion,5537592.654,7696969.253,62229872.43,71791889.49,92109006.32,120918747.2,8789168.639,25787691.37,2060573.163,524065.4763,2151996.272,16,128,0,0,128,0,0,128,128,16,16,16,16
[Similar to: (±)5(6)-DiHET; ΔMass: -166.1745 Da],,No results,Invalid mass,No results,No results,,172.07118,2.306,119872360.2,23,,,,DDA for preferred ion,366757.4727,101779956.8,29704925.19,21844297.93,452978.4586,449788.1891,119872360.2,31485711.12,13193704.83,104749031.7,13147885.54,16,0,128,128,128,128,16,0,128,128,0,128,16
Phloroglucinol,C6 H6 O3,Full match,Full match,No results,Partial match,-0.34,126.03165,1.203,119864245,11,80.9,63.1,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Other,DDA for preferred ion,119864245,2087516.152,3130433.058,69557821.38,94265220.9,98715016.02,2567980.833,4094132.249,63602152.66,3648077.335,51223438.44,0,16,16,64,16,0,0,16,16,64,16,64,16
Inosine,C10 H12 N4 O5,No results,Full match,No results,No results,0.11,268.0808,6.307,119833929.1,15,99.9,10,Metabolic pathways;ABC transporters;Other,DDA for preferred ion,8847743.443,7906818.085,8089048.431,9638191.616,107565198.1,119833929.1,1842654.463,18674048.8,2347301.349,245722.3853,158382.3589,16,128,128,128,128,0,0,128,128,128,32,16,32
4-Guanidinobutyric acid,C5 H11 N3 O2,Full match,Full match,No results,Full match,0.09,145.08514,1.891,117117058.3,6,99.3,97.4,Metabolic pathways;Other,DDA for preferred ion,61140967.19,411879.8755,12130388.8,2340173.624,5643173.794,2877040.969,255401.3858,3566029.988,117117058.3,858032.4904,80489531.14,128,16,128,16,16,16,16,16,128,0,128,0,16
NP-012042,C10 H12 O4,No match,Invalid mass,No results,No match,-91855.98,178.06303,18.913,117084190.7,140,65.6,47.3,"Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Phenylalanine, tyrosine and tryptophan biosynthesis;Other",DDA for preferred ion,545502.2605,312203.596,668060.9541,98241587.65,678966.9729,319437.9206,298742.4045,335429.7918,107393931.6,445727.7767,117084190.7,16,32,16,0,16,16,32,32,32,0,16,0,16
Pyrogallol,C6 H6 O3,Full match,Full match,No results,Not the top hit,-0.36,126.03165,1.326,116965714.2,52,87.6,54.5,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Other,DDA for preferred ion,102005778.9,7864091.428,9927885.145,15231215.57,116965714.2,103964308,4238549.764,5475912.736,16091290.11,9312044.365,14243688.91,0,16,16,128,16,64,64,16,16,128,16,128,16
Phenacetin,C10 H13 N O2,Full match,Full match,No results,Partial match,-0.16,179.0946,11.668,116277316,20,65.9,47.3,"Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Other",DDA for preferred ion,86888696.38,99258944.3,111389237.4,25414693.28,80131337.49,94675076.03,85763072.54,94269657.9,15500716.01,116277316,13574083.06,0,0,0,128,128,0,0,0,0,128,0,128,16
L-Threonine,C4 H9 N O3,Full match,Full match,Full match,Full match,-0.27,119.05821,1.119,115871241.1,24,97.6,80.8,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;ABC transporters;Protein digestion and absorption;D-Amino acid metabolism;Aminoacyl-tRNA biosynthesis;Other,DDA for preferred ion,81851824.31,76960833.2,53680741.5,50791999.39,78044835.34,91455923.63,58981522.21,115871241.1,28820324.42,96820654.27,18058598.31,0,128,128,128,128,0,0,128,0,128,0,128,32
4-Penten-1-amine,C5 H11 N,Full match,No results,No results,Full match,0.11,85.08916,3.835,115860976.9,0,,,"Protein digestion and absorption;Tropane, piperidine and pyridine alkaloid biosynthesis",DDA for preferred ion,1137677.426,960943.2036,950989.3946,797437.8274,1679732.139,1899287.699,847019.8413,7253467.15,29495451.54,115860976.9,13126607.04,16,16,16,16,16,16,16,16,16,128,0,128,16
N-Allyl-N'-(4-piperidinylmethyl)ethanediamide,C11 H19 N3 O2,Full match,Invalid mass,No results,Full match,0.03,225.14773,5.671,115305510,37,,,,DDA for preferred ion,115305510,1796980.141,380334.9526,117634.5756,274964.5056,864659.1798,119144.384,1024593.798,114175342,58798702.47,97347574.05,0,16,16,32,32,16,16,16,16,0,0,0,32
Cetrimonium,C19 H41 N,Full match,Full match,No results,Partial match,0,283.3239,18.247,114444935.3,11,99.5,10,,DDA for preferred ion,266018.1163,562161.8467,439907.5597,264420.3824,243862.8363,255811.2782,353278.7041,1395291.909,379684.866,114444935.3,265750.8235,32,16,16,32,16,32,32,16,16,16,0,16,16
Acetyl-L-carnitine,C9 H17 N O4,Full match,Full match,No results,Full match,-0.35,203.11569,2.034,114177624.4,33,98.9,86.6,,DDA for preferred ion,311663.7745,154232.112,303240.8219,10932084.58,172860.6007,198158.3487,279757.4224,715264.6552,114177624.4,671794.8185,88602966.44,16,16,16,16,16,32,32,16,128,0,128,0,16
[Similar to: NP-016755; ΔMass: -960.7865 Da],C5 H8 N6 O4,Full match,Invalid mass,No results,No results,1.23,216.06097,1.923,113865915.1,4,,,,DDA for preferred ion,25927081.14,16266064.81,21815075.92,76588211.1,46403944.93,53843013.85,17198358.63,31497025.27,107710269.3,17480683.04,113865915.1,16,128,128,128,128,16,16,128,128,0,128,0,32
"(2S)-3-Hydroxy-2-({[(3S,4S,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]methyl}amino)propanoic acid (non-preferred name)",C9 H17 N O8,Full match,Invalid mass,No match,Not the top hit,0.14,267.09545,1.13,113757173.9,4,,,Metabolic pathways;ABC transporters;Other,DDA for preferred ion,91963501.56,16321672.07,12920008.88,53442608.62,101156201.3,113757173.9,17666613.34,23401964.85,42001710.79,21827406.03,39517037.32,0,128,128,0,128,0,0,128,128,128,128,128,32
L-Serine,C3 H7 N O3,Full match,Full match,Full match,Full match,-0.62,105.04253,1.057,113703765.5,20,99.8,10,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;ABC transporters;Biosynthesis of cofactors;Protein digestion and absorption;Central carbon metabolism in cancer;D-Amino acid metabolism;Aminoacyl-tRNA biosynthesis;Cyanoamino acid metabolism;Other,DDA for preferred ion,51415474.26,69863276.24,38498864.34,34408509.73,48945290.59,60037695.54,61674643.42,113703765.5,28500168.11,98362660.54,18085209.23,128,128,128,128,128,128,128,128,0,128,128,128,32
4-Penten-1-amine,C5 H11 N,Full match,No results,No results,Full match,0.2,85.08917,3.624,112601785.9,0,,,"Protein digestion and absorption;Tropane, piperidine and pyridine alkaloid biosynthesis",DDA for preferred ion,52481757.16,47147734.01,26983819.8,19473095.84,52823045.48,1432845.035,4551681.481,112601785.9,573137.2206,2084535.665,269303.2152,128,128,128,128,16,128,16,16,0,16,16,16,16
3-Methyl-2-buten-1-amine,C5 H11 N,Full match,No results,No results,Full match,0.16,85.08916,3.944,112366862.8,0,,,"Protein digestion and absorption;Tropane, piperidine and pyridine alkaloid biosynthesis",DDA for preferred ion,565889.9972,79135641.1,67225319.84,50333659.22,97971159.49,112366862.8,67588434.84,5427925.161,478193.5868,3112203.826,733856.2527,16,0,0,128,128,0,0,0,16,16,16,16,16
Inosine,C10 H12 N4 O5,No results,Full match,No results,No results,-0.03,268.08076,6.265,112034506.1,15,99.9,10,Metabolic pathways;ABC transporters;Other,DDA for preferred ion,112034506.1,452997.8781,2646755.862,199136.5525,883668.0752,1783427.282,276206.5014,18721377.68,2347301.349,5840641.914,1192909.828,0,16,16,16,32,16,16,16,128,128,128,128,32
methallylamine,C4 H9 N,Full match,No results,No results,Full match,0.3,71.07352,1.774,111793250.3,0,,,,DDA for preferred ion,79912096.82,58146155.67,33739489.03,31028784.33,81672895.93,92698118.71,45015593.54,111793250.3,16189415.23,81987000.23,7433416.567,0,0,128,128,128,0,0,0,0,128,0,128,16
,C2 H3 P S,Full match,No results,No results,No results,0.64,89.96936,0.965,110847538.4,0,,,,DDA for preferred ion,84204505.18,110847538.4,102331511.6,94376939.5,80804073.37,86948591.15,100129898.8,91298710.24,89288021.52,104740075.1,82716952.5,128,0,128,128,128,128,0,0,128,0,0,0,128
[Similar to: diethyl 2-({2-[2-(methoxycarbonyl)-3-thienyl]hydrazino}methylene)malonate; ΔMass: -142.1228 Da],C3 H5 Cl N2 O4 S,Full match,Invalid mass,No results,No results,-0.41,199.96577,0.846,110607937.9,1,,,,DDA for preferred ion,86374287.61,63023471.79,72431343.6,80766964.72,83833552.55,110607937.9,43495459.6,85224671.62,65022027.03,74018811.87,57577181.64,0,0,0,0,16,0,0,128,0,64,0,64,16
[Similar to: EPH; ΔMass: -107.0619 Da],C8 H14 N6 O5,Full match,Invalid mass,No results,No results,1.18,274.10289,6.379,110059103.2,16,,,,DDA for preferred ion,96581035.84,856747.5991,21411099.89,74420820.6,91826128.36,110059103.2,824543.9004,9555326.798,57456900.19,834001.4998,53546436.95,0,128,128,0,128,0,0,128,128,64,128,128,16
[Similar to: 3-Iodoamphetamine; ΔMass: -27.0475 Da],,No results,Invalid mass,No results,No results,,233.9539,0.853,108686056.9,6,,,,DDA for preferred ion,88665565.85,61621222.22,43960536.75,85585120.09,97606929.81,108686056.9,60393059.25,36126108.25,76779487.71,58194341.1,66256894.48,64,64,64,64,128,64,0,64,128,64,64,64,128
"3-(propan-2-yl)-octahydropyrrolo[1,2-a]pyrazine-1,4-dione",C10 H16 N2 O2,Full match,Full match,No results,Not the top hit,0.07,196.12119,9.955,107426618.5,16,97.8,97.6,,DDA for preferred ion,69030875.74,91004873.66,97651566.73,69665124.65,65070927.55,78497319.15,78939822.03,95554463.81,63481338.81,107426618.5,54402222.26,0,0,0,0,128,0,0,0,0,0,0,0,16
4-guanidinobutanal,C5 H11 N3 O,Full match,Invalid mass,No results,Full match,-0.31,129.09017,1.921,107390618.5,270,,,Metabolic pathways;Other,DDA for preferred ion,87564139.22,3565926.924,6216883.313,69180748.33,88838489.98,107390618.5,2269042.838,21549045.85,54463655.59,3437309.856,33941074.28,0,128,128,0,128,0,0,128,128,128,128,128,16
"[Similar to: 3a,8-dihydroxy-3,5a,9-trimethyl-2H,3H,3aH,4H,5H,5aH,6H,7H,8H,9bH-naphtho[1,2-b]furan-2-one; ΔMass: -164.1888 Da]",,No results,Invalid mass,No results,No results,,101.96297,0.85,106723002.2,31,,,,DDA for preferred ion,74101437.36,49564939.3,32863550.1,80704178.19,98594531.8,106723002.2,58482518.94,26349037.3,74445864.84,47885844.12,57295397.39,0,0,128,0,128,0,0,0,128,0,0,0,128
"Methyl 4-hydroxy-2-methoxy-3,6-dimethylbenzoate",C11 H14 O4,Full match,Invalid mass,Partial match,Full match,-0.02,210.0892,11.882,106195727.2,55,,,Metabolic pathways;Biosynthesis of secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids,DDA for preferred ion,619213.7355,124927.4548,146916.6391,106195727.2,139140.7871,157216.6378,205291.6585,155683.27,67786108.28,536277.2891,40961612.8,16,32,32,0,32,32,32,16,32,0,16,128,16
"N3-Phenyl-1H-1,2,4-triazole-3,5-diamine",C8 H9 N5,No match,Invalid mass,No results,No match,-7.53,175.08448,1.411,105812296.8,15,69.2,44.1,,DDA for preferred ion,48144521.71,71214824.58,105812296.8,63301330.22,54260998.35,55434094.94,34076023.45,55765850.67,43441360.24,59144200.85,36530458.51,0,0,0,0,16,0,0,0,0,0,0,0,16
Tetrolic Acid,C4 H4 O2,Full match,No results,No results,Full match,0.21,84.02115,1.41,105434423.5,0,,,Metabolic pathways;Other,DDA for preferred ion,55064579.45,3152092.604,3555623.38,47223794.29,105434423.5,63619875.74,2031963.334,4093062.524,45851038.96,2939261.513,39043212.25,128,128,128,0,16,0,128,128,128,0,128,0,32
"4-({4-[(2,4-Dihydroxy-3,6-dimethylbenzoyl)oxy]-2-methoxy-3,5,6-trimethylbenzoyl}oxy)-2-methoxy-3,5,6-trimethylbenzoic acid",C31 H34 O10,Full match,Full match,No results,Partial match,0.29,566.21536,19.376,105228275.9,35,78.7,49.3,Biosynthesis of secondary metabolites;Other,DDA for preferred ion,365270.9258,365749.792,368929.066,90095926.67,399572.7327,415001.4904,406854.2419,406550.389,83013882.61,683992.2744,105228275.9,32,32,32,0,32,32,32,32,32,0,32,0,32
C16 phytosphingosine,C16 H35 N O3,Full match,Invalid mass,No results,Full match,0.01,289.2617,16.501,104706811.9,4,,,,DDA for preferred ion,1323897.96,373642.6194,1364417.59,753262.1738,233907.1204,949899.1093,2818643.933,58242177.02,97600651.72,104380839.6,104706811.9,16,16,16,16,16,16,16,16,0,0,0,0,32
"Methyl 4,6-dideoxy-4-[(2,4-dihydroxybutanoyl)amino]hexopyranoside",C11 H21 N O7,Full match,Invalid mass,No results,Not the top hit,0.07,279.13182,2.378,104490422.8,4,,,,DDA for preferred ion,104490422.8,12843447.67,2887951.275,11586496.21,94072804.07,85013114.54,3827114.413,31516379.65,1248679.601,496817.9708,2141493.458,128,128,128,128,128,128,0,128,128,16,16,128,32
Piptamine(antibiotic),C23 H41 N,Full match,No results,No results,Full match,0.15,331.32395,17.885,103585989.5,0,,,,DDA for preferred ion,1885549.985,204730.4694,1141147.785,209140.0551,984501.1659,2489370.413,1439464.543,374005.2208,103585989.5,97865835.24,101302611.3,16,32,16,32,16,16,16,16,16,0,0,0,8
N-Acetylneuraminic acid,C11 H19 N O9,Full match,Invalid mass,Full match,Full match,0.19,309.10604,1.262,102820965.2,3,,,Metabolic pathways;Other,DDA for preferred ion,85262336.79,23806922.76,19460753.69,64982773.66,99344259.89,100548498.7,13480119.92,102820965.2,63275857.09,26874085.74,57707782.84,0,128,128,64,128,64,64,128,0,64,128,64,32
2-Acetamido-2-deoxyhexitol,C8 H17 N O6,Full match,Invalid mass,No results,Full match,0.06,223.1056,1.024,102387549.4,3,,,,DDA for preferred ion,37300454.31,4260954.427,3318654.558,102387549.4,32335235.77,41831364.42,4685212.17,12290117.57,91234839.44,4429185.106,95545658.81,128,128,128,0,128,128,128,128,128,0,128,0,32
PYRIDOXAMINE,C8 H12 N2 O2,Full match,Not the top hit,Full match,Full match,0.2,168.08991,7.362,102304068.7,48,,,Metabolic pathways;Microbial metabolism in diverse environments;Other,DDA for preferred ion,77246497.8,92057321.67,99947831.67,98128903.79,76136667.48,78474675.02,97608852.06,93929528.69,76708346.97,102304068.7,75963851.54,0,64,0,0,128,0,64,0,0,0,0,0,16
"7-(tert-butyl)-4-imino-1,2,3,4,5,6-hexahydropyrido[3,4-d]pyridazine-1,5-dione",C11 H14 N4 O2,Full match,Full match,No results,Partial match,-0.04,234.11167,3.845,100142996.8,12,84.1,9.2,,DDA for preferred ion,99348025.79,102426.0246,87477.28957,4863629.986,117650.5804,218729.6509,96365.17387,265751.1043,100142996.8,1427385.268,83619781.07,0,32,32,16,32,32,16,32,32,0,128,0,32
PYRIDOXAMINE,C8 H12 N2 O2,Full match,Partial match,Full match,Full match,0.13,168.0899,7.378,99947831.67,23,,,Metabolic pathways;Microbial metabolism in diverse environments;Other,DDA for preferred ion,77246497.8,92057321.67,99947831.67,98128903.79,76136667.48,78474675.02,97608852.06,93929528.69,76708346.97,11768837.92,2963171.487,64,0,64,64,128,64,0,64,64,64,16,16,16
5-Aminolevulinic acid,C5 H9 N O3,Full match,Full match,Full match,Full match,-0.1,131.05823,3.269,99899200.37,39,70.7,44.6,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;ABC transporters;Biosynthesis of cofactors;D-Amino acid metabolism;Other,DDA for preferred ion,254881.8518,359055.2983,170124.4466,99899200.37,331124.1092,442979.6363,444901.5539,333559.3273,2412736.273,429196.2726,2930601.998,16,128,128,0,128,16,16,16,16,16,128,16,16
[Similar to: NP-010746; ΔMass: 146.0345 Da],C25 H29 N4 O9 P,Full match,Invalid mass,No results,No results,-2.2,560.16598,19.192,99087894.95,24,,,,DDA for preferred ion,564132.4034,343674.4967,261739.7418,66561650.89,589551.157,550259.8428,515067.245,893327.2473,74121720.84,413176.6757,99087894.95,32,32,32,0,32,32,32,32,32,0,32,0,32
"[Similar to: 1,3-dimethyl 2,4-bis(4-hydroxyphenyl)cyclobutane-1,3-dicarboxylate; ΔMass: -37.9720 Da]",C12 H22 N4 O6,Full match,Invalid mass,No results,No match,0.04,318.15395,1.036,99006273.66,9,,,,DDA for preferred ion,30926876.83,83550624.5,76247419.63,38273599.21,27087265.9,32211479.91,51019346.46,99006273.66,29333003.89,91168881.79,32615004.3,128,0,0,128,128,128,128,0,64,128,0,128,32
Methionine sulfoxide,C5 H11 N O3 S,Full match,Full match,Partial match,Full match,0.2,165.046,1.187,98749119.12,4,97.5,90.1,Metabolic pathways;Other,DDA for preferred ion,82819862.49,7081023.377,4416131.381,4349936.622,80507551.47,98749119.12,9829037.748,10393153.18,1914586.948,11007759.83,2076448.462,0,128,128,128,128,0,0,128,128,128,128,128,32
"2-Hydrazino-4-methoxy-6-(4-morpholinyl)-1,3,5-triazine",C8 H14 N6 O2,Full match,Invalid mass,No results,Full match,1.17,226.11809,13.831,98724863.63,43,,,,DDA for preferred ion,77749412.32,82705043.24,90486548.96,84851174.37,88135414.52,93189885.91,89984126.22,98724863.63,29983351.49,28758038.18,26699465.5,128,0,0,0,128,0,0,0,0,128,128,128,16
Inosine-5'-monophosphate (IMP),C10 H13 N4 O8 P,Full match,Full match,Full match,Partial match,0.19,348.04717,2.975,98632402.48,50,99.9,10,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Biosynthesis of cofactors;Other,DDA for preferred ion,4898772.076,64607.47029,73935.37595,497816.5164,80173509.47,98632402.48,60929.12035,68954.85959,169849.2745,67911.18544,172066.9848,16,32,32,128,32,0,0,32,32,32,32,32,32
,C18 H25 N5 O10,Full match,No results,No results,No match,-2.51,471.15896,1.403,98222134.04,0,,,,DDA for preferred ion,98222134.04,14182503.15,5966842.101,13655327.86,92119426.57,97270088.48,14370255.26,7211914.549,9666744.982,19859753.84,8121928.175,0,128,128,128,16,0,0,128,128,128,128,128,32
MFCD00025555,C9 H18 N2 O3,Full match,Invalid mass,No results,Full match,-0.28,202.13169,7.213,98086500.53,95,,,,DDA for preferred ion,98086500.53,787040.2607,2163617.931,2664554.751,3848718.147,3696402.448,193996.234,25797135.13,2190004.791,523374.5188,2177212.594,0,16,16,16,16,16,16,16,128,16,16,16,16
Cytarabine,C9 H13 N3 O5,Full match,Full match,Full match,Full match,-0.03,243.08551,2.017,97077855.31,30,99.9,10,Metabolic pathways;ABC transporters;Cyanoamino acid metabolism;Other,DDA for preferred ion,78140283.62,3455349.734,839138.9518,19338506.92,86343546.15,97077855.31,4691577.89,6326463.068,18117578.02,1044148.514,705314.1027,64,128,128,128,128,0,0,128,128,128,16,16,32
"N'-(2,3-Dihydro-1H-cyclopenta[4,5]pyrimido[1,2-a]benzimidazol-11-yl)-N,N-dimethyl-1,3-propanediamine",C18 H23 N5,Full match,Invalid mass,No match,Not the top hit,-0.64,309.19515,14.779,96598093.56,2,,,,DDA for preferred ion,1741092.873,1095467.867,1365774.698,476811.7131,127942.0059,312886.8131,1575871.191,67670413.74,92938811.36,92790704.33,96598093.56,16,16,16,16,16,32,16,16,64,0,0,0,16
"[Similar to: 5-O-[(4-Acetylphenyl)carbamoyl]-1,4:3,6-dianhydro-2-deoxy-2-(5-phenyl-1H-tetrazol-1-yl)-D-glucitol; ΔMass: -161.0514 Da]",C8 H14 N6 O5,Full match,Invalid mass,No results,No match,1.07,274.10286,6.357,96581035.84,8,,,,DDA for preferred ion,96581035.84,888359.6075,21432784.65,74420820.6,540470.9488,7476227.236,824543.9004,9555326.798,57456900.19,834001.4998,53601331.08,64,16,128,64,128,16,16,128,128,0,128,128,128
"N-[5-(1,2-Dihydroxyethyl)-4-hydroxy-2-oxotetrahydro-3-furanyl]acetamide",C8 H13 N O6,Full match,Invalid mass,Partial match,Not the top hit,0.05,219.0743,1.105,96497081.05,4,,,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Other,DDA for preferred ion,60289813.02,24484256.01,16011454.34,88214000.49,59658268.61,75307604.67,11555524.57,18394916.67,96497081.05,25681635.47,74919253.18,0,128,128,64,128,0,0,128,128,64,128,0,32
"[Similar to: 1-(3,4-dimethoxyphenethyl)-6-oxo-2-(3,4,5-trimethoxyphenyl)piperidine-3-carboxylic acid; ΔMass: -77.0864 Da]",C18 H16 N6 O5,Full match,Invalid mass,No results,No results,0.81,396.11854,17.337,95542383.86,36,,,,DDA for preferred ion,160097.7866,147012.716,152747.9094,95542383.86,145866.4487,161123.8616,153274.7225,161094.1933,80909676.67,145515.0093,70216237.88,32,32,32,0,32,32,32,32,32,0,32,0,32
Albendazole sulfone,C12 H15 N3 O4 S,No match,Invalid mass,No results,No results,13.97,297.08248,4.764,95388865.75,8,69.2,8.5,,DDA for preferred ion,4299883.262,155188.2553,136986.3228,35701050.31,81922775.28,95388865.75,95069.05455,75794.7977,3225882.678,90424.71856,2466010.442,16,16,16,128,32,128,0,16,128,16,16,16,32
NP-019811,C6 H7 N O2,Full match,Full match,Partial match,Partial match,-0.27,125.04764,1.697,94871825.68,109,98,82,"Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Tropane, piperidine and pyridine alkaloid biosynthesis;Other",DDA for preferred ion,80426509.15,877543.9303,1489680.808,336761.1984,77637562.97,94871825.68,2219367.166,1992663.94,3339864.577,2844949.994,2915963.441,0,16,16,128,16,0,0,16,16,16,16,16,128
[Similar to: NP-017684; ΔMass: -74.2514 Da],C24 H45 N4 O14 P3,Full match,Invalid mass,No results,No results,0.13,706.2146,1.344,94006928.16,28,,,,DDA for preferred ion,77791364.07,579868.8884,708113.0921,38177904.04,94006928.16,78865047.11,120204.7168,520209.5172,10155102.95,123939.2515,7146751.791,0,16,16,128,32,0,0,32,16,16,32,16,32
"5-acetamido-3,5-dideoxy-L-arabino-hept-2-ulopyranosonic acid",C9 H15 N O7,Full match,No results,No results,Full match,-0.07,249.08483,1.226,90601987.87,0,,,,DDA for preferred ion,66850257.02,62925218.84,44947062.14,33360424.39,58552537.11,62748498.52,40213497.11,90601987.87,30475593.05,71011511.7,29825187.47,64,128,128,128,128,64,64,128,0,128,0,128,32
[Similar to: NP-012766; ΔMass: -18.0141 Da],C26 H44 N6 O8,Full match,Invalid mass,No results,No results,0.87,568.32256,17.626,90419374.39,4,,,,DDA for preferred ion,134143.5408,19714928.7,17124539.58,132434.4984,137858.2659,133852.1853,90419374.39,18422522.34,116263.7746,40038298.51,113235.5468,32,128,128,32,32,32,32,0,128,32,128,32,32
6-hydroxypropylthymine,C8 H12 N2 O3,Full match,Invalid mass,No results,Full match,0.1,184.08481,5.73,90289529.36,37,,,,DDA for preferred ion,64148336.23,4337965.822,1471559.069,4575563.296,2156998.373,577882.4932,4533317.39,87079237.62,71139775.32,90289529.36,64812390.43,0,16,16,16,16,16,16,16,0,0,0,0,16
"1,4-Anhydro-1-(2,4-dioxo-1,2,3,4-tetrahydro-5-pyrimidinyl)-5-O-phosphonopentitol",C9 H13 N2 O9 P,Full match,Invalid mass,Partial match,Full match,0.18,324.03593,2.037,89288584.44,260,,,Metabolic pathways;Biosynthesis of cofactors;Other,DDA for preferred ion,84501292.35,1552672.758,9049254.619,12608150.11,80135618.12,89288584.44,161488.1007,4842484.075,9760271.162,350881.1512,12454882.27,0,128,128,128,16,0,0,128,128,128,128,128,32
"1-Ethoxy-4-methoxy-2,3,6a,9a-tetrahydrocyclopenta[c]furo[3',2':4,5]furo[2,3-h]chromen-11(1H)-one",C19 H18 O6,Full match,Invalid mass,No results,Full match,0.24,342.11042,19.158,89136420.13,83,,,Biosynthesis of secondary metabolites;Other,DDA for preferred ion,212928.4456,203086.6068,211414.8346,89136420.13,221525.3706,246237.2932,215488.481,218023.4891,81184649.11,198605.3217,88911481.06,32,32,32,0,32,32,16,32,32,0,32,0,32
