Name,Formula,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: Metabolika Search,Annot. Source: ChemSpider Search,Annot. DeltaMass [ppm],Calc. MW,RT [min],Area (Max.),MS2,Area: 2,Area: 10,Area: 14,Area: 19,Area: 40,Area: 41,Area: 46,Area: 47,Area: 57,Area: 59,Area: 60,Area: B,Group Area: CTRL1,Group Area: F1154_1,Group Area: F1177_1,Group Area: F1246_1,Group Area: CTRL2,Group Area: CTRL3,Group Area: F1154_2,Group Area: F1177_3,Group Area: F1246_2,Group Area: F1154_3,Group Area: F1246_3,Gap Fill Status: 2plus_RP_pos_MS2.raw (F14),Gap Fill Status: 10plus_RP_pos_MS2.raw (F15),Gap Fill Status: 14plus_RP_pos_MS2.raw (F16),Gap Fill Status: 19plus_RP_pos_MS2.raw (F17),Gap Fill Status: 40plus_RP_pos_MS2.raw (F19),Gap Fill Status: 41plus_RP_pos_MS2.raw (F20),Gap Fill Status: 46plus_RP_pos_MS2.raw (F21),Gap Fill Status: 47plus_RP_pos_MS2.raw (F22),Gap Fill Status: 57plus_RP_pos_MS2.raw (F23),Gap Fill Status: 59plus_RP_pos_MS2.raw (F24),Gap Fill Status: 60plus_RP_pos_MS2.raw (F25),Gap Fill Status: Bplus_RP_pos_MS2.raw (F26)
L-Threonine,C4 H9 N O3,Full match,Full match,Full match,Partial match,-0.27,119.05821,1.119,115871241.1,DDA for preferred ion,81851824.31,76960833.2,53680741.5,50791999.39,78044835.34,91455923.63,58981522.21,115871241.1,28820324.42,96820654.27,18058598.31,32856.69049,81851824.31,76960833.2,53680741.5,50791999.39,78044835.34,91455923.63,58981522.21,115871241.1,28820324.42,96820654.27,18058598.31,0,128,128,128,0,0,128,0,128,0,128,32
4-Penten-1-amine,C5 H11 N,Full match,No results,No results,Partial match,0.11,85.08916,3.835,115860976.9,DDA for preferred ion,1137677.426,960943.2036,950989.3946,797437.8274,1679732.139,1899287.699,847019.8413,7253467.15,29495451.54,115860976.9,13126607.04,208246.1083,1137677.426,960943.2036,950989.3946,797437.8274,1679732.139,1899287.699,847019.8413,7253467.15,29495451.54,115860976.9,13126607.04,16,16,16,16,16,16,16,16,128,0,128,16
L-Pyroglutamic acid,C5 H7 N O3,Full match,Full match,Full match,Partial match,-0.15,129.04257,1.108,115835747,DDA for preferred ion,26712165.31,59916740.92,44884489.23,36818213.75,3464384.336,1159105.802,8911293.052,115835747,21196132.32,63527788.51,27903485.02,75466.29428,26712165.31,59916740.92,44884489.23,36818213.75,3464384.336,1159105.802,8911293.052,115835747,21196132.32,63527788.51,27903485.02,128,128,128,128,16,32,128,0,128,128,128,32
N-Allyl-N'-(4-piperidinylmethyl)ethanediamide,C11 H19 N3 O2,Full match,Invalid mass,No results,Partial match,0.02,225.14773,5.673,115305510,DDA for preferred ion,115305510,1793692.416,379639.0981,117419.3533,274461.4352,863077.2139,118926.3995,1022719.218,114175342,55977884.17,97347574.05,39582.50803,115305510,1793692.416,379639.0981,117419.3533,274461.4352,863077.2139,118926.3995,1022719.218,114175342,55977884.17,97347574.05,0,16,16,32,16,16,16,16,0,128,0,32
[Similar to: NP-016755; ΔMass: -960.7865 Da],C5 H8 N6 O4,Full match,Invalid mass,No results,Partial match,1.19,216.06096,1.923,113865915.1,DDA for preferred ion,25746465.12,16266064.81,21815075.92,76588211.1,46080680.78,53467926.87,17198358.63,31497025.27,76083496.78,17480683.04,113865915.1,79598.5772,25746465.12,16266064.81,21815075.92,76588211.1,46080680.78,53467926.87,17198358.63,31497025.27,76083496.78,17480683.04,113865915.1,16,128,128,128,16,16,128,128,128,128,0,32
"(2S)-3-Hydroxy-2-({[(3S,4S,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]methyl}amino)propanoic acid (non-preferred name)",C9 H17 N O8,Full match,Invalid mass,No match,Partial match,0.1,267.09544,1.129,113757173.9,DDA for preferred ion,91963501.56,16894216.67,12307867.57,44548972.65,98967999.21,113757173.9,14725750.34,21041520.02,42970749.44,18005654.91,36724665.57,60456.85641,91963501.56,16894216.67,12307867.57,44548972.65,98967999.21,113757173.9,14725750.34,21041520.02,42970749.44,18005654.91,36724665.57,0,128,128,128,0,0,128,128,128,128,128,32
L-Serine,C3 H7 N O3,Full match,Full match,Full match,Partial match,-0.62,105.04253,1.057,113703765.5,DDA for preferred ion,51415474.26,69863276.24,38498864.34,34408509.73,48945290.59,60037695.54,61674643.42,113703765.5,28500168.11,98362660.54,18085209.23,32015.51767,51415474.26,69863276.24,38498864.34,34408509.73,48945290.59,60037695.54,61674643.42,113703765.5,28500168.11,98362660.54,18085209.23,128,128,128,128,128,128,128,0,128,128,128,32
4-Penten-1-amine,C5 H11 N,Full match,No results,No results,Partial match,0.2,85.08917,3.624,112601785.9,DDA for preferred ion,52481757.16,47147734.01,26983819.8,19473095.84,52823045.48,1432845.035,4551681.481,112601785.9,573137.2206,2084535.665,269303.2152,204273.761,52481757.16,47147734.01,26983819.8,19473095.84,52823045.48,1432845.035,4551681.481,112601785.9,573137.2206,2084535.665,269303.2152,128,128,128,128,128,16,16,0,16,16,16,16
3-Methyl-2-buten-1-amine,C5 H11 N,Full match,No results,No results,Partial match,0.11,85.08916,3.943,112366862.8,DDA for preferred ion,561677.6355,78196867.12,66535523.94,50333659.22,96947418.08,112366862.8,71296661.62,5387520.871,474634.0181,3089037.26,728393.5869,178520.8145,561677.6355,78196867.12,66535523.94,50333659.22,96947418.08,112366862.8,71296661.62,5387520.871,474634.0181,3089037.26,728393.5869,16,128,128,128,128,0,128,16,16,16,16,16
methallylamine,C4 H9 N,Full match,No results,No results,Partial match,0.31,71.07352,1.777,111793250.3,DDA for preferred ion,79912096.82,58272973.2,33739489.03,31028784.33,81672895.93,92698118.71,45771918.28,111793250.3,16189415.23,82308405.32,7433416.567,292816.3937,79912096.82,58272973.2,33739489.03,31028784.33,81672895.93,92698118.71,45771918.28,111793250.3,16189415.23,82308405.32,7433416.567,0,128,128,128,0,0,128,0,128,128,128,16
,C2 H3 P S,Full match,No results,No results,Partial match,0.64,89.96936,0.965,110847538.4,DDA for preferred ion,84204505.18,110847538.4,102331511.6,94376939.5,80804073.37,86948591.15,100129898.8,91298710.24,89288021.52,104740075.1,82716952.5,9335912.314,84204505.18,110847538.4,102331511.6,94376939.5,80804073.37,86948591.15,100129898.8,91298710.24,89288021.52,104740075.1,82716952.5,128,0,128,128,128,0,0,128,0,0,0,128
[Similar to: EPH; ΔMass: -107.0619 Da],C8 H14 N6 O5,Full match,Invalid mass,No results,Partial match,1.18,274.10289,6.374,110059103.2,DDA for preferred ion,96581035.84,856747.5991,21444701.45,76339296.09,94465089.5,110059103.2,824543.9004,9555326.798,57365392.7,834001.4998,53546436.95,60217.42517,96581035.84,856747.5991,21444701.45,76339296.09,94465089.5,110059103.2,824543.9004,9555326.798,57365392.7,834001.4998,53546436.95,0,128,128,128,128,0,128,128,128,128,128,16
Piptamine(antibiotic),C23 H41 N,Full match,No results,No results,Partial match,0.14,331.32395,17.886,107472406.4,DDA for preferred ion,1888059.421,205002.9405,1142666.512,209418.3949,985811.4162,2492683.46,1441380.294,107472406.4,103585989.5,94219579.41,101302611.3,517214.3795,1888059.421,205002.9405,1142666.512,209418.3949,985811.4162,2492683.46,1441380.294,107472406.4,103585989.5,94219579.41,101302611.3,16,32,16,32,16,16,16,64,0,128,0,8
"3-(propan-2-yl)-octahydropyrrolo[1,2-a]pyrazine-1,4-dione",C10 H16 N2 O2,Full match,Full match,No results,Partial match,0.11,196.1212,9.956,107426618.5,DDA for preferred ion,68492400.95,91004873.66,97651566.73,70012075.43,64271932.85,78497319.15,78939822.03,95554463.81,64505973.5,107426618.5,52907859.13,950249.8561,68492400.95,91004873.66,97651566.73,70012075.43,64271932.85,78497319.15,78939822.03,95554463.81,64505973.5,107426618.5,52907859.13,128,0,0,128,128,0,0,0,128,0,128,16
"[Similar to: 3a,8-dihydroxy-3,5a,9-trimethyl-2H,3H,3aH,4H,5H,5aH,6H,7H,8H,9bH-naphtho[1,2-b]furan-2-one; ΔMass: -164.1888 Da]",,No results,Invalid mass,No results,Partial match,,101.96297,0.852,106723002.2,DDA for preferred ion,70554802.73,48479805.41,32863550.1,77798131.47,98594531.8,106723002.2,56614253.76,26349037.3,72597395.09,47720600.82,55793037.52,1312106.645,70554802.73,48479805.41,32863550.1,77798131.47,98594531.8,106723002.2,56614253.76,26349037.3,72597395.09,47720600.82,55793037.52,128,128,128,128,0,0,128,128,128,128,128,128
"Methyl 4-hydroxy-2-methoxy-3,6-dimethylbenzoate",C11 H14 O4,Full match,Invalid mass,Partial match,Partial match,-0.02,210.0892,11.889,106195727.2,DDA for preferred ion,615882.5276,124255.3778,146126.266,106195727.2,714898.8875,137141.3195,204187.2431,149600.1775,67745215.45,533392.2576,40961612.8,2054291.888,615882.5276,124255.3778,146126.266,106195727.2,714898.8875,137141.3195,204187.2431,149600.1775,67745215.45,533392.2576,40961612.8,16,32,32,0,16,32,16,32,128,16,128,16
"N3-Phenyl-1H-1,2,4-triazole-3,5-diamine",C8 H9 N5,No match,Invalid mass,No results,Partial match,-7.53,175.08448,1.411,105812296.8,DDA for preferred ion,48144521.71,71214824.58,105812296.8,63301330.22,54260998.35,55434094.94,22124781.2,33919565.89,43441360.24,59144200.85,36530458.51,62581.22687,48144521.71,71214824.58,105812296.8,63301330.22,54260998.35,55434094.94,22124781.2,33919565.89,43441360.24,59144200.85,36530458.51,0,0,0,0,0,0,128,128,0,0,0,16
Tetrolic Acid,C4 H4 O2,Full match,No results,No results,Partial match,0.21,84.02115,1.41,105434423.5,DDA for preferred ion,55064579.45,3152092.604,3555623.38,47223794.29,105434423.5,63619875.74,2031963.334,4093062.524,45851038.96,2939261.513,39043212.25,38826.5169,55064579.45,3152092.604,3555623.38,47223794.29,105434423.5,63619875.74,2031963.334,4093062.524,45851038.96,2939261.513,39043212.25,128,128,128,0,0,128,128,128,0,128,0,32
"4-({4-[(2,4-Dihydroxy-3,6-dimethylbenzoyl)oxy]-2-methoxy-3,5,6-trimethylbenzoyl}oxy)-2-methoxy-3,5,6-trimethylbenzoic acid",C31 H34 O10,Full match,Full match,No results,Partial match,0.32,566.21538,19.37,105228275.9,DDA for preferred ion,397377.7366,463822.4002,463030.4268,87022001.97,415078.7132,431106.2054,422642.7915,422327.1472,91420004.68,924196.61,105228275.9,804946.5033,397377.7366,463822.4002,463030.4268,87022001.97,415078.7132,431106.2054,422642.7915,422327.1472,91420004.68,924196.61,105228275.9,32,32,32,128,32,32,32,32,128,32,0,32
C16 phytosphingosine,C16 H35 N O3,Full match,Invalid mass,No results,Partial match,0.04,289.26171,16.496,104706811.9,DDA for preferred ion,1326993.103,374516.159,1367607.464,755023.2265,234453.9722,952119.8797,2825233.644,56092289.01,97600651.72,104380839.6,104706811.9,342139.8598,1326993.103,374516.159,1367607.464,755023.2265,234453.9722,952119.8797,2825233.644,56092289.01,97600651.72,104380839.6,104706811.9,16,16,16,16,16,16,16,128,0,0,0,32
D-Glucose 6-phosphate,C6 H13 O9 P,Full match,Full match,Not the top hit,Partial match,-0.03,260.02971,1.139,102907355.6,DDA for preferred ion,87521811.95,10237855.67,15786902.56,97371518.59,87691831.18,99044281.44,6960090.428,12419324.53,102907355.6,9384871.225,68655990.4,49197.02488,87521811.95,10237855.67,15786902.56,97371518.59,87691831.18,99044281.44,6960090.428,12419324.53,102907355.6,9384871.225,68655990.4,0,128,128,0,0,0,128,128,0,128,0,32
PYRIDOXAMINE,C8 H12 N2 O2,Full match,Not the top hit,Full match,Partial match,0.21,168.08991,7.362,102304068.7,DDA for preferred ion,77246497.8,92057321.67,99947831.67,98128903.79,76136667.48,78474675.02,97608852.06,93929528.69,76830989.79,102304068.7,75963851.54,935506.0499,77246497.8,92057321.67,99947831.67,98128903.79,76136667.48,78474675.02,97608852.06,93929528.69,76830989.79,102304068.7,75963851.54,0,64,0,0,0,64,0,0,128,0,0,16
PYRIDOXAMINE,C8 H12 N2 O2,Full match,Partial match,Full match,Partial match,0.13,168.0899,7.378,99947831.67,DDA for preferred ion,77246497.8,92057321.67,99947831.67,98128903.79,76136667.48,78474675.02,97608852.06,93929528.69,76200194.32,11768837.92,2963171.487,111918.3523,77246497.8,92057321.67,99947831.67,98128903.79,76136667.48,78474675.02,97608852.06,93929528.69,76200194.32,11768837.92,2963171.487,64,0,64,64,64,0,64,64,128,16,16,16
[Similar to: NP-010746; ΔMass: 146.0345 Da],C25 H29 N4 O9 P,Full match,Invalid mass,No results,Partial match,-2.16,560.166,19.191,99087894.95,DDA for preferred ion,545753.2992,332477.7823,253212.4139,67458348.02,231607.888,226016.5211,236558.0793,864223.1673,71900335.53,399715.621,99087894.95,683325.2103,545753.2992,332477.7823,253212.4139,67458348.02,231607.888,226016.5211,236558.0793,864223.1673,71900335.53,399715.621,99087894.95,32,32,32,128,32,32,32,32,128,32,0,32
"[Similar to: 1,3-dimethyl 2,4-bis(4-hydroxyphenyl)cyclobutane-1,3-dicarboxylate; ΔMass: -37.9720 Da]",C12 H22 N4 O6,Full match,Invalid mass,No results,Partial match,0.04,318.15395,1.035,99006273.66,DDA for preferred ion,30926876.83,83550624.5,76247419.63,38273599.21,28894072.47,32211479.91,50995536.29,99006273.66,29333003.89,91168881.79,32744576.34,45744.6306,30926876.83,83550624.5,76247419.63,38273599.21,28894072.47,32211479.91,50995536.29,99006273.66,29333003.89,91168881.79,32744576.34,128,0,0,128,128,128,128,64,128,0,128,32
Methionine sulfoxide,C5 H11 N O3 S,Full match,Full match,Partial match,Partial match,0.2,165.046,1.187,98749119.12,DDA for preferred ion,82819862.49,7081023.377,4416131.381,4349936.622,80507551.47,98749119.12,9829037.748,10393153.18,1914586.948,11007759.83,2076448.462,38164.07489,82819862.49,7081023.377,4416131.381,4349936.622,80507551.47,98749119.12,9829037.748,10393153.18,1914586.948,11007759.83,2076448.462,0,128,128,128,0,0,128,128,128,128,128,32
[Similar to: NP-017684; ΔMass: -74.2514 Da],C24 H45 N4 O14 P3,Full match,Invalid mass,No results,Partial match,0.13,706.2146,1.344,98446566.4,DDA for preferred ion,77791364.07,579868.8884,465503.6686,38177904.04,94006928.16,98446566.4,120204.7168,520209.5172,32593223.57,123939.2515,7147497.671,46531.26297,77791364.07,579868.8884,465503.6686,38177904.04,94006928.16,98446566.4,120204.7168,520209.5172,32593223.57,123939.2515,7147497.671,0,16,16,128,0,0,32,16,16,32,16,32
,C18 H25 N5 O10,Full match,No results,No results,Partial match,-2.52,471.15896,1.401,98222134.04,DDA for preferred ion,98222134.04,14182503.15,5966842.101,13655327.86,78551610.45,97270088.48,14370255.26,7211914.549,9666744.982,19859753.84,8121928.175,53980.13149,98222134.04,14182503.15,5966842.101,13655327.86,78551610.45,97270088.48,14370255.26,7211914.549,9666744.982,19859753.84,8121928.175,0,128,128,128,128,0,128,128,128,128,128,32
MFCD00025555,C9 H18 N2 O3,Full match,Invalid mass,No results,Partial match,-0.28,202.13169,7.213,98086500.53,DDA for preferred ion,98086500.53,787040.2607,2163617.931,2664554.751,3848718.147,3696402.448,193996.234,25797135.13,2190004.791,523374.5188,2177212.594,95010.17448,98086500.53,787040.2607,2163617.931,2664554.751,3848718.147,3696402.448,193996.234,25797135.13,2190004.791,523374.5188,2177212.594,0,16,16,16,16,16,16,128,16,16,16,16
"N'-(2,3-Dihydro-1H-cyclopenta[4,5]pyrimido[1,2-a]benzimidazol-11-yl)-N,N-dimethyl-1,3-propanediamine",C18 H23 N5,Full match,Invalid mass,No match,Partial match,-0.64,309.19515,14.779,96598093.56,DDA for preferred ion,1741092.873,1095467.867,1365774.698,476811.7131,127942.0059,312886.8131,1575871.191,66608469.33,92938811.36,92790704.33,96598093.56,5694551.97,1741092.873,1095467.867,1365774.698,476811.7131,127942.0059,312886.8131,1575871.191,66608469.33,92938811.36,92790704.33,96598093.56,16,16,16,16,32,16,16,128,0,0,0,16
"N-[5-(1,2-Dihydroxyethyl)-4-hydroxy-2-oxotetrahydro-3-furanyl]acetamide",C8 H13 N O6,Full match,Invalid mass,Partial match,Partial match,0.06,219.0743,1.105,96497081.05,DDA for preferred ion,60289813.02,24484256.01,16011454.34,88214000.49,59658268.61,75307604.67,11555524.57,18516471.67,96497081.05,25681635.47,74919253.18,38453.50326,60289813.02,24484256.01,16011454.34,88214000.49,59658268.61,75307604.67,11555524.57,18516471.67,96497081.05,25681635.47,74919253.18,0,128,128,0,0,0,128,128,0,128,0,32
NP-019811,C6 H7 N O2,Full match,Full match,Partial match,Partial match,-0.25,125.04765,1.703,94871825.68,DDA for preferred ion,81164482.59,888396.2535,1530485.659,1693596.949,74839668.49,94871825.68,2269967.559,2131332.037,3424269.812,2891400.199,2989655.824,66645.73685,81164482.59,888396.2535,1530485.659,1693596.949,74839668.49,94871825.68,2269967.559,2131332.037,3424269.812,2891400.199,2989655.824,128,16,16,16,128,0,16,16,16,16,16,128
[Similar to: NP-012766; ΔMass: -18.0141 Da],C26 H44 N6 O8,Full match,Invalid mass,No results,Partial match,0.87,568.32256,17.626,90419374.39,DDA for preferred ion,134143.5408,19714928.7,17124539.58,132434.4984,137858.2659,133852.1853,90419374.39,18422522.34,116263.7746,40038298.51,113235.5468,306378.9019,134143.5408,19714928.7,17124539.58,132434.4984,137858.2659,133852.1853,90419374.39,18422522.34,116263.7746,40038298.51,113235.5468,32,128,128,32,32,32,0,128,32,128,32,32
6-hydroxypropylthymine,C8 H12 N2 O3,Full match,Invalid mass,No results,Partial match,0.1,184.08481,5.732,90289529.36,DDA for preferred ion,64299294.55,4231298.299,1435374.469,4463053.419,2103959.303,722359.2837,7134537.931,87079237.62,73294875.03,90289529.36,63680707.99,470705.9967,64299294.55,4231298.299,1435374.469,4463053.419,2103959.303,722359.2837,7134537.931,87079237.62,73294875.03,90289529.36,63680707.99,128,16,16,16,16,16,16,0,128,0,128,16
4-Aminobutyl 6-deoxy-alpha-L-galactopyranoside,C10 H21 N O5,Full match,Invalid mass,No results,Partial match,-0.01,235.14197,1.704,88369449.89,DDA for preferred ion,2932028.587,8764996.938,6901445.328,4627459.245,3421460.618,3377278.308,88369449.89,12022047.16,3579030.618,10473149.73,3655111.76,122677.1809,2932028.587,8764996.938,6901445.328,4627459.245,3421460.618,3377278.308,88369449.89,12022047.16,3579030.618,10473149.73,3655111.76,128,128,128,128,128,128,0,128,128,128,128,16
Amitriptyline-d3,C20 H20 [2]H3 N,No match,Invalid mass,No results,Partial match,7.01,280.20384,19.832,87967951.81,DDA for preferred ion,993673.1173,656742.2554,20818828.77,5237152.398,3372113.312,3194272.838,87967951.81,1690102.62,4764506.835,2894136.661,67462.39721,6427166.095,993673.1173,656742.2554,20818828.77,5237152.398,3372113.312,3194272.838,87967951.81,1690102.62,4764506.835,2894136.661,67462.39721,16,16,128,128,128,128,0,16,128,16,32,128
Val-Leu,C11 H22 N2 O3,Full match,Invalid mass,No results,Partial match,-0.07,230.16303,8.734,87479943.24,DDA for preferred ion,44459121.37,87876.75459,1159892.039,1547513.619,848490.5314,1445030.168,137152.8688,30521375.56,87479943.24,11955363.32,42655118.33,140022.1727,44459121.37,87876.75459,1159892.039,1547513.619,848490.5314,1445030.168,137152.8688,30521375.56,87479943.24,11955363.32,42655118.33,128,16,16,16,16,16,16,128,0,128,128,16
6-hydroxypropylthymine,C8 H12 N2 O3,Full match,Invalid mass,No results,Partial match,0.18,184.08483,5.766,87079237.62,DDA for preferred ion,4581537.528,82337026.89,83396298.84,76597798.53,63197487.15,75204256.55,79096497.08,87079237.62,3513038.309,4124879.585,3132131.827,208904.0925,4581537.528,82337026.89,83396298.84,76597798.53,63197487.15,75204256.55,79096497.08,87079237.62,3513038.309,4124879.585,3132131.827,16,0,0,0,128,128,0,64,16,16,16,16
,C16 H29 N O13,Full match,No results,No results,Partial match,0.22,443.16399,1.393,87019360.62,DDA for preferred ion,75718399.35,8057815.794,932023.5632,8882952.194,87019360.62,66748657.91,6129010.172,1182798.787,3418632.212,12906754.51,1347431.748,36868.5363,75718399.35,8057815.794,932023.5632,8882952.194,87019360.62,66748657.91,6129010.172,1182798.787,3418632.212,12906754.51,1347431.748,0,128,128,128,0,0,128,128,128,128,128,32
,C20 H32 N6 O3,Full match,No results,No results,Partial match,0.6,404.25383,19.72,86545529.08,DDA for preferred ion,686073.6779,761246.0914,86545529.08,441421.3477,435157.6372,361030.8233,467366.9292,60454978.06,258340.5826,651596.3002,495218.1379,912235.4599,686073.6779,761246.0914,86545529.08,441421.3477,435157.6372,361030.8233,467366.9292,60454978.06,258340.5826,651596.3002,495218.1379,128,128,0,128,16,128,16,128,128,128,16,16
L-Lysine,C6 H14 N2 O2,Full match,Full match,Full match,Partial match,0.1,146.10554,0.928,83884815.75,DDA for preferred ion,32539129.36,43305657.07,44377914.22,17587046.43,29117120.05,30623412.65,33922865.91,83884815.75,12960991.93,48499994.31,7118206.081,43346.45353,32539129.36,43305657.07,44377914.22,17587046.43,29117120.05,30623412.65,33922865.91,83884815.75,12960991.93,48499994.31,7118206.081,128,128,0,128,128,128,128,0,128,0,128,32
"Propane, 1,3-diacetoxy-2-acetoxymethyl-2-nitro-",C10 H15 N O8,Full match,No results,No results,Partial match,0.2,277.07982,1.165,80448610.47,DDA for preferred ion,55549846.15,19296632.04,18738339.22,80448610.47,73787121.09,75516182.6,13624600.37,23973376.81,66457832.66,23512606.94,57739124.6,36035.84442,55549846.15,19296632.04,18738339.22,80448610.47,73787121.09,75516182.6,13624600.37,23973376.81,66457832.66,23512606.94,57739124.6,64,128,128,64,64,0,128,128,64,128,64,32
[Similar to: 3-Iodoamphetamine; ΔMass: -45.0581 Da],,No results,Invalid mass,No results,Partial match,,215.94332,0.849,79210467.01,DDA for preferred ion,63637462.29,44128590.87,32389607.09,62530173.71,71581693.7,79210467.01,44607165.73,26921572.94,57819422.67,43483567.73,50045599.81,255318.1626,63637462.29,44128590.87,32389607.09,62530173.71,71581693.7,79210467.01,44607165.73,26921572.94,57819422.67,43483567.73,50045599.81,0,128,128,0,0,0,128,128,0,128,0,128
"pentane-1,2,3,4,5-pentol",C5 H12 O5,No match,Invalid mass,No results,Partial match,144553.03,174.05043,1.199,78473095.33,DDA for preferred ion,1093323.483,50067077.55,78473095.33,980078.3545,1126548.169,814318.2339,61285321.03,65937751.46,1035927.908,64347711.46,920763.5354,41637.3659,1093323.483,50067077.55,78473095.33,980078.3545,1126548.169,814318.2339,61285321.03,65937751.46,1035927.908,64347711.46,920763.5354,16,64,64,32,16,32,64,0,32,64,16,32
AC-LYS-OH,C8 H16 N2 O3,Full match,Invalid mass,Partial match,Partial match,0.06,188.1161,1.287,78317861.39,DDA for preferred ion,22406086.08,71165264.41,38086876.55,45740859.53,23730339.12,24955717.4,44721974.39,47334547.6,41032605,78317861.39,41367298.83,23940.71908,22406086.08,71165264.41,38086876.55,45740859.53,23730339.12,24955717.4,44721974.39,47334547.6,41032605,78317861.39,41367298.83,128,0,128,128,128,128,0,0,128,0,128,32
2-Fluoro-6-(4-methoxyphenoxy)benzonitrile,C14 H10 F N O2,No match,Invalid mass,No results,Partial match,9.48,243.07186,1.349,78167710.45,DDA for preferred ion,513678.0003,27526965.97,24997884.99,11997169.55,561406.9064,518333.9856,78167710.45,74597697.64,10409866.89,34407350.38,6893940.479,26004.88649,513678.0003,27526965.97,24997884.99,11997169.55,561406.9064,518333.9856,78167710.45,74597697.64,10409866.89,34407350.38,6893940.479,16,128,128,128,16,32,0,64,128,0,128,32
Val-Leu,C11 H22 N2 O3,Full match,Invalid mass,No results,Partial match,0,230.16304,8.781,77278219.33,DDA for preferred ion,44390172.22,6930391.464,57003471.26,77278219.33,42085965.18,54565868.85,10901850.35,30330949.58,3005788.083,639673.1859,1243162.81,154583.6536,44390172.22,6930391.464,57003471.26,77278219.33,42085965.18,54565868.85,10901850.35,30330949.58,3005788.083,639673.1859,1243162.81,128,128,128,0,128,128,128,128,16,16,16,16
2-Acetamido-2-deoxyhexitol,C8 H17 N O6,Full match,Invalid mass,No results,Partial match,0.07,223.1056,1.024,74772894.19,DDA for preferred ion,23005760.89,3120480.633,2496198.153,74772894.19,20078995.71,24870451.28,2629169.812,9389974.091,62961281.41,3165611.416,63195717.66,39907.0125,23005760.89,3120480.633,2496198.153,74772894.19,20078995.71,24870451.28,2629169.812,9389974.091,62961281.41,3165611.416,63195717.66,128,128,128,0,128,128,128,128,0,128,0,32
"3-(1-hydroxyethyl)-2,3,6,7,8,8a-hexahydropyrrolo[1,2-a]pyrazine-1,4-dione",C9 H14 N2 O3,Full match,Full match,No results,Partial match,0.07,198.10046,6.943,74676276.14,DDA for preferred ion,50460618.93,61973020.44,69118097.67,64110445.45,46069291.81,56227265.05,61747238.22,72569779.01,59297288.39,74676276.14,51324240.03,166553.5724,50460618.93,61973020.44,69118097.67,64110445.45,46069291.81,56227265.05,61747238.22,72569779.01,59297288.39,74676276.14,51324240.03,128,128,0,128,128,128,128,0,128,0,128,128
Furan,C4 H4 O,Full match,No results,No results,Partial match,0.1,68.02622,1.179,74626833.92,DDA for preferred ion,22656690.9,59879413.6,55471185.39,24938823.94,22100124.77,28951276.89,58003073.49,74626833.92,21670032.92,62706014.46,23006235.65,46291.88722,22656690.9,59879413.6,55471185.39,24938823.94,22100124.77,28951276.89,58003073.49,74626833.92,21670032.92,62706014.46,23006235.65,128,0,0,128,128,128,0,0,128,0,128,32
N-Acetylneuraminic acid,C11 H19 N O9,Full match,Invalid mass,Full match,Partial match,-0.02,309.10597,1.26,73326745.08,DDA for preferred ion,65235429.03,17292284.85,15360282.21,43421998.75,71798824.67,73326745.08,9862574.609,70633158.91,45658778.75,20257190.89,39292930.39,32691.00304,65235429.03,17292284.85,15360282.21,43421998.75,71798824.67,73326745.08,9862574.609,70633158.91,45658778.75,20257190.89,39292930.39,128,128,128,128,64,64,128,0,128,128,128,32
"N3,N4-Dimethyl-L-arginine",C8 H18 N4 O2,Full match,Full match,No results,Partial match,-0.6,202.14285,1.294,71853251.66,DDA for preferred ion,35211420.37,57288225.4,71853251.66,6410279.781,28439715.78,30669536.52,15656774.26,58153457.47,4891820.607,52726922.64,3045652.283,26624.39995,35211420.37,57288225.4,71853251.66,6410279.781,28439715.78,30669536.52,15656774.26,58153457.47,4891820.607,52726922.64,3045652.283,128,0,0,128,128,128,128,0,128,0,128,32
,,No results,No results,No results,Partial match,,257.8921,0.969,67878597.22,DDA for preferred ion,48107210.94,32504564,34708408.46,54045014.84,47449510.02,52504074.03,26637112.64,67878597.22,44117617.41,40835240.77,55395812.17,57613.9681,48107210.94,32504564,34708408.46,54045014.84,47449510.02,52504074.03,26637112.64,67878597.22,44117617.41,40835240.77,55395812.17,0,128,128,0,0,0,128,0,128,0,0,32
L-Cystathionine,C7 H14 N2 O4 S,Full match,Full match,Full match,Partial match,-0.06,222.06742,1.035,67659207.66,DDA for preferred ion,3391940.145,34785469.41,32205140.81,3404074.117,2576414.236,3249467.559,23193807.19,67659207.66,408808.2621,38622022.24,13757767.68,29932.51828,3391940.145,34785469.41,32205140.81,3404074.117,2576414.236,3249467.559,23193807.19,67659207.66,408808.2621,38622022.24,13757767.68,128,128,128,128,128,128,128,0,128,128,128,32
Pyrone,C5 H4 O2,Full match,Invalid mass,No results,Partial match,-0.21,96.02111,1.409,67066960.09,DDA for preferred ion,67066960.09,2770810.739,2098240.134,19394558.25,53664655.63,65090163.27,1883015.474,1583265.56,18151381.57,2015565.28,17310410.84,103926.874,67066960.09,2770810.739,2098240.134,19394558.25,53664655.63,65090163.27,1883015.474,1583265.56,18151381.57,2015565.28,17310410.84,0,128,16,128,0,0,128,16,128,16,128,16
