Name,Formula,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: Metabolika Search,Annot. Source: ChemSpider Search,Annot. DeltaMass [ppm],Calc. MW,RT [min],Area (Max.),mzCloud Best Match,mzCloud Best Match Confidence,mzCloud Best Sim. Match,mzCloud Library Match: Autoprocessed,mzCloud Library Match: Reference,MS2,Area: 2,Area: 10,Area: 14,Area: 19,Area: 23,Area: 40,Area: 41,Area: 46,Area: 47,Area: 57,Area: 59,Area: 60,Area: B,Group Area: CTRL1,Group Area: F1154_1,Group Area: F1177_1,Group Area: F1246_1,Group Area: F1177_2,Group Area: CTRL2,Group Area: CTRL3,Group Area: F1154_2,Group Area: F1177_3,Group Area: F1246_2,Group Area: F1154_3,Group Area: F1246_3,Gap Fill Status: 2plus_RP_pos_MS2.raw (F14),Gap Fill Status: 10plus_RP_pos_MS2.raw (F15),Gap Fill Status: 14plus_RP_pos_MS2.raw (F16),Gap Fill Status: 19plus_RP_pos_MS2.raw (F17),Gap Fill Status: 23plus_RP_pos_MS2.raw (F18),Gap Fill Status: 40plus_RP_pos_MS2.raw (F19),Gap Fill Status: 41plus_RP_pos_MS2.raw (F20),Gap Fill Status: 46plus_RP_pos_MS2.raw (F21),Gap Fill Status: 47plus_RP_pos_MS2.raw (F22),Gap Fill Status: 57plus_RP_pos_MS2.raw (F23),Gap Fill Status: 59plus_RP_pos_MS2.raw (F24),Gap Fill Status: 60plus_RP_pos_MS2.raw (F25),Gap Fill Status: Bplus_RP_pos_MS2.raw (F26)
[Similar to: RPH; ΔMass: -155.0695 Da],C11 H19 N5 O2,Full match,Invalid mass,No results,No results,-0.01,253.15387,6.536,148167037.8,,,93.8,Multiple matches found,No matches found,DDA for preferred ion,120200357.6,49660.34964,48239.56196,879935.5004,41864.81986,2799431.678,343507.6291,46074.27488,1311128.461,148167037.8,1648237.429,121122046.8,50433.13687,120200357.6,49660.34964,48239.56196,879935.5004,41864.81986,2799431.678,343507.6291,46074.27488,1311128.461,148167037.8,1648237.429,121122046.8,0,32,32,16,16,16,16,32,128,0,128,0,16
[Similar to: Trimethoprim impurity C; ΔMass: 188.0284 Da],C16 H26 N6 O12,Full match,Invalid mass,No results,No results,0.69,494.16121,2.616,147891118.6,,,99.3,No matches found,Multiple matches found,DDA for preferred ion,137877328.7,2070729.696,2614728.05,7292133.134,80742.18134,147891118.6,8306289.764,78708.76255,6162774.406,125136440,31866373.91,112082118.7,58197.95601,137877328.7,2070729.696,2614728.05,7292133.134,80742.18134,147891118.6,8306289.764,78708.76255,6162774.406,125136440,31866373.91,112082118.7,128,16,16,16,16,128,16,32,128,0,128,128,32
(S)-malyl alpha-D-glucosaminide,C10 H17 N O9,Full match,No results,No results,Not the top hit,0.22,295.0904,1.162,144195146.5,,,,No matches found,No matches found,DDA for preferred ion,122592239.5,71349450.09,57432440.37,144195146.5,17268510.5,134221038.2,142328318.6,42913144.03,56498596.13,137518571,82705487.23,112739450.7,71744.87233,122592239.5,71349450.09,57432440.37,144195146.5,17268510.5,134221038.2,142328318.6,42913144.03,56498596.13,137518571,82705487.23,112739450.7,0,128,128,0,128,0,0,128,128,0,128,0,32
6-(3-hydroxybutan-2-yl)-5-(hydroxymethyl)-4-methoxy-2H-pyran-2-one,C11 H16 O5,No match,Invalid mass,No results,No results,166382,266.05147,4.271,140723793.3,97,9.9,97.2,Multiple matches found,Multiple matches found,DDA for preferred ion,140723793.3,414813.394,531378.6497,246228.286,96437.07317,1030832.416,11169131.49,806429.7291,5462980.24,36423797.93,48459810.91,30282655.09,53188.00484,140723793.3,414813.394,531378.6497,246228.286,96437.07317,1030832.416,11169131.49,806429.7291,5462980.24,36423797.93,48459810.91,30282655.09,0,16,16,16,16,16,16,16,16,128,128,128,32
benzylidenemethylamine,C8 H9 N,Full match,Invalid mass,No results,Full match,-0.29,119.07347,6.847,139610629.6,,,99.6,Multiple matches found,Multiple matches found,DDA for preferred ion,127814768.9,2328165.549,2121687.394,1795327.532,99261.17254,3516019.886,6677222.135,1770497.273,9179944.908,24537987.68,139610629.6,11446389.78,83796.95189,127814768.9,2328165.549,2121687.394,1795327.532,99261.17254,3516019.886,6677222.135,1770497.273,9179944.908,24537987.68,139610629.6,11446389.78,64,16,16,16,16,16,16,16,16,128,0,128,16
Meconin,C10 H10 O4,Full match,Full match,Partial match,Not the top hit,-0.16,194.05788,11.682,136933185.4,98.7,98.4,,Multiple matches found,Multiple matches found,DDA for preferred ion,542300.1153,2498062.078,136933185.4,490637.4113,3021529.693,644051.4156,524561.4011,3225740.319,27059180.21,462208.4246,4523561.857,601240.4866,200083.0272,542300.1153,2498062.078,136933185.4,490637.4113,3021529.693,644051.4156,524561.4011,3225740.319,27059180.21,462208.4246,4523561.857,601240.4866,16,128,0,128,128,128,16,128,128,16,128,16,32
4-Guanidinobutyric acid,C5 H11 N3 O2,Full match,Full match,No results,Full match,0.13,145.08515,1.926,136613251.3,99.3,98,82.2,Multiple matches found,Multiple matches found,DDA for preferred ion,2759346.607,1183243.725,12123442.52,136613251.3,1843449.248,58781450.68,70475348.54,477406.6278,3633691.387,2408617.556,855416.4825,2091768.618,317918.1926,2759346.607,1183243.725,12123442.52,136613251.3,1843449.248,58781450.68,70475348.54,477406.6278,3633691.387,2408617.556,855416.4825,2091768.618,16,128,128,0,128,128,128,128,128,16,128,16,16
Pyrogallol,C6 H6 O3,Full match,Full match,No results,Not the top hit,-0.36,126.03165,7.051,133420558.9,95,73.8,96.3,Multiple matches found,Multiple matches found,DDA for preferred ion,133420558.9,1192388.015,1183698.282,2082302.727,1079207.09,11466306.86,8569444.58,1701636.846,1861368.935,2915964.698,445826.4863,2191015.725,623244.4187,133420558.9,1192388.015,1183698.282,2082302.727,1079207.09,11466306.86,8569444.58,1701636.846,1861368.935,2915964.698,445826.4863,2191015.725,0,16,16,16,16,16,16,16,16,16,128,16,16
4-Phenylbutyric acid,C10 H12 O2,Full match,Full match,Partial match,Full match,0.21,164.08376,15.628,133341625.4,95.2,85,,Multiple matches found,Multiple matches found,DDA for preferred ion,1659159.94,112698005.2,16819684.22,2125944.516,1765203.714,1324956.713,1370094.149,61668586.82,662251.6211,1179502.244,133341625.4,1426303.961,3751620.95,1659159.94,112698005.2,16819684.22,2125944.516,1765203.714,1324956.713,1370094.149,61668586.82,662251.6211,1179502.244,133341625.4,1426303.961,16,0,128,16,16,16,16,128,128,16,0,16,16
[Similar to: Υ-L-Glutamyl-L-glutamic acid; ΔMass: -130.0378 Da],,No results,Invalid mass,No results,No results,,146.0579,1.174,132593226,,,94.4,Multiple matches found,Multiple matches found,DDA for preferred ion,3319369.245,112407652.1,80135220.65,3571541.805,2011423.504,2783941.81,3735736.623,115906047.3,132593226,4265285.557,120629328.8,3428136.783,180369.0172,3319369.245,112407652.1,80135220.65,3571541.805,2011423.504,2783941.81,3735736.623,115906047.3,132593226,4265285.557,120629328.8,3428136.783,128,0,128,128,128,128,128,0,0,128,0,16,16
"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid",C22 H26 O7,Full match,Full match,No results,Partial match,0.18,402.16792,20.079,131548440.9,96.8,78.8,91.4,Multiple matches found,Multiple matches found,DDA for preferred ion,267358.5074,340574.3686,466409.0124,131548440.9,284643.4969,251738.3021,284092.1983,291906.2097,233116.8444,57882706.65,278456.169,59069118.96,782341.7449,267358.5074,340574.3686,466409.0124,131548440.9,284643.4969,251738.3021,284092.1983,291906.2097,233116.8444,57882706.65,278456.169,59069118.96,32,32,32,0,32,32,32,32,32,128,32,128,32
"1-(3,4-Dimethoxyphenyl)-4-(4-hydroxy-3-methoxyphenyl)dihydro-1H,3H-furo[3,4-c]furan-3a(4H)-ol",C21 H24 O7,Full match,Invalid mass,No results,Full match,0.21,388.15228,19.441,131196227.6,,,96.7,Multiple matches found,Multiple matches found,DDA for preferred ion,383232.9991,394920.8566,420288.4836,106160839.2,355963.7425,370612.0379,376075.2585,375732.4673,360505.6326,102258218.5,343889.4286,131196227.6,733943.5365,383232.9991,394920.8566,420288.4836,106160839.2,355963.7425,370612.0379,376075.2585,375732.4673,360505.6326,102258218.5,343889.4286,131196227.6,32,32,32,0,32,32,32,32,32,128,32,0,32
N-Allyl-N'-(4-piperidinylmethyl)ethanediamide,C11 H19 N3 O2,Full match,Invalid mass,No results,Full match,0.05,225.14774,5.732,129875328.2,,,95.6,Multiple matches found,Multiple matches found,DDA for preferred ion,7821898.589,49678556.81,22066895.56,123981978.5,1177517.137,105809636.7,129875328.2,22330881.91,20466443.55,4956450.89,3440741.288,4646381.616,64201.16056,7821898.589,49678556.81,22066895.56,123981978.5,1177517.137,105809636.7,129875328.2,22330881.91,20466443.55,4956450.89,3440741.288,4646381.616,16,128,128,0,128,0,0,128,128,16,16,16,16
[Similar to: NP-015005; ΔMass: -440.3292 Da],C25 H40 N4 O18,Full match,Invalid mass,No results,No results,-2.16,684.23229,1.296,128465490.6,,,96.9,Multiple matches found,Multiple matches found,DDA for preferred ion,122385651.4,1555700.923,1011932.341,8771549.836,35415.61071,121403284.7,128465490.6,214741.7825,2214184.547,9300450.029,291084.2796,9662435.8,53677.8083,122385651.4,1555700.923,1011932.341,8771549.836,35415.61071,121403284.7,128465490.6,214741.7825,2214184.547,9300450.029,291084.2796,9662435.8,0,16,128,128,32,0,0,32,16,128,32,128,32
"6,6-Diethoxy-N,N-diethyl-1-hexanamine",C14 H31 N O2,Full match,Invalid mass,No results,Full match,-0.02,245.23548,14.661,127569351.1,,,97.9,Multiple matches found,No matches found,DDA for preferred ion,2375501.676,2396630.634,1539897.807,709261.0508,2203603.585,128079.9663,1953494.294,2580167.965,1037121.308,127569351.1,124563203.9,126193083.6,14239830.09,2375501.676,2396630.634,1539897.807,709261.0508,2203603.585,128079.9663,1953494.294,2580167.965,1037121.308,127569351.1,124563203.9,126193083.6,16,16,16,16,16,32,16,16,16,0,0,0,16
methyl N-acetylneuraminate,C12 H21 N O9,Full match,Invalid mass,No results,Full match,0.09,323.12166,1.038,127293193.4,,,75.1,Multiple matches found,Multiple matches found,DDA for preferred ion,120486167.5,919803.3987,197205.9102,19460740.97,73992.31689,127293193.4,126742111.6,798480.2074,9345800.832,12719898.96,1115038.799,8693189.942,49140.83551,120486167.5,919803.3987,197205.9102,19460740.97,73992.31689,127293193.4,126742111.6,798480.2074,9345800.832,12719898.96,1115038.799,8693189.942,0,16,32,128,16,0,0,16,128,128,16,128,32
2-Fluoro-6-(4-methoxyphenoxy)benzonitrile,C14 H10 F N O2,No match,Invalid mass,No match,No match,-90425.34,221.08991,1.34,125645899.1,96.2,9.8,99,Multiple matches found,Multiple matches found,DDA for preferred ion,2815656.115,37146975.22,36892945.66,20841809.35,2767905.861,2627935.431,1537208.527,100381675.6,125645899.1,19909509.65,49862102.28,10647152.57,57829.82152,2815656.115,37146975.22,36892945.66,20841809.35,2767905.861,2627935.431,1537208.527,100381675.6,125645899.1,19909509.65,49862102.28,10647152.57,16,128,128,128,128,16,128,64,0,128,128,128,32
N-Caffeoylputrescine,C13 H18 N2 O3,Full match,Invalid mass,No results,Full match,-0.17,250.1317,16.536,123140060.3,,,78.5,Multiple matches found,Multiple matches found,DDA for preferred ion,149276.9296,141456.2235,123140060.3,170929.8625,6461472.815,463319.1298,150545.3388,137848.9947,22589380.4,127479.6353,136201.0161,133721.2785,292766.9855,149276.9296,141456.2235,123140060.3,170929.8625,6461472.815,463319.1298,150545.3388,137848.9947,22589380.4,127479.6353,136201.0161,133721.2785,32,32,0,128,128,128,32,32,128,32,32,32,32
Ala-Leu,C9 H18 N2 O3,Full match,Invalid mass,No results,Full match,-0.21,202.1317,7.244,120918747.2,,,96.5,Multiple matches found,Multiple matches found,DDA for preferred ion,5518515.675,7696969.253,62276067.86,73084400.7,1710157.221,91210241.86,120918747.2,8789168.639,25787691.37,2053474.499,522260.0733,2144582.656,94807.86493,5518515.675,7696969.253,62276067.86,73084400.7,1710157.221,91210241.86,120918747.2,8789168.639,25787691.37,2053474.499,522260.0733,2144582.656,16,128,128,128,128,128,0,128,128,16,16,16,16
[Similar to: (±)5(6)-DiHET; ΔMass: -166.1745 Da],,No results,Invalid mass,No results,No results,,172.07118,2.311,119872360.2,,,97,Multiple matches found,Multiple matches found,DDA for preferred ion,348053.9013,99599393.41,29653928.73,21565851.36,2079780.66,437106.0741,426850.2911,119872360.2,31352669.31,13137701.02,99624053.94,13072895.64,654734.5101,348053.9013,99599393.41,29653928.73,21565851.36,2079780.66,437106.0741,426850.2911,119872360.2,31352669.31,13137701.02,99624053.94,13072895.64,16,128,128,128,128,128,16,0,128,128,128,128,16
"5-hydroxy-4-methoxy-5,6-dihydro-2H-pyran-2-one",C6 H8 O4,Full match,Full match,Partial match,Partial match,0.02,144.04226,1.32,119674811.1,63.5,66,97.4,Multiple matches found,Multiple matches found,DDA for preferred ion,88547377.73,5685944.883,4391809.41,18456011.38,416877.8731,119674811.1,119507046,1974793.817,5654517.806,18223478.65,2624438.491,17742493.09,185988.2002,88547377.73,5685944.883,4391809.41,18456011.38,416877.8731,119674811.1,119507046,1974793.817,5654517.806,18223478.65,2624438.491,17742493.09,128,128,128,128,16,0,0,128,128,128,128,128,16
Pyrone,C5 H4 O2,Full match,Invalid mass,No results,Full match,-0.14,96.02112,1.317,118335677.8,,,99.3,Multiple matches found,Multiple matches found,DDA for preferred ion,86816964.99,1609179.112,9142713.958,19227081.24,351084.5365,118335677.8,106888273.9,1198589.597,1886943.572,16921849.53,1156830.538,13960092.12,113542.2917,86816964.99,1609179.112,9142713.958,19227081.24,351084.5365,118335677.8,106888273.9,1198589.597,1886943.572,16921849.53,1156830.538,13960092.12,128,128,16,128,16,0,0,128,128,128,128,128,16
Phenacetin,C10 H13 N O2,Full match,Full match,No results,Partial match,-0.18,179.0946,11.668,116277316,65.9,47.3,84.1,Multiple matches found,Multiple matches found,DDA for preferred ion,85775867.49,99258944.3,111389237.4,25414693.28,4077390.276,79174202.08,94691471.15,85764061.35,95513856.22,15500716.01,116277316,13574083.06,790681.8708,85775867.49,99258944.3,111389237.4,25414693.28,4077390.276,79174202.08,94691471.15,85764061.35,95513856.22,15500716.01,116277316,13574083.06,128,0,0,128,128,128,128,128,128,128,0,128,16
L-Threonine,C4 H9 N O3,Full match,Full match,Full match,Full match,-0.27,119.05821,1.119,115871241.1,97.6,80.8,96.3,Multiple matches found,Multiple matches found,DDA for preferred ion,81851824.31,76960833.2,53680741.5,50791999.39,3851703.994,78044835.34,91455923.63,58981522.21,115871241.1,28820324.42,96820654.27,18058598.31,32856.69049,81851824.31,76960833.2,53680741.5,50791999.39,3851703.994,78044835.34,91455923.63,58981522.21,115871241.1,28820324.42,96820654.27,18058598.31,0,128,128,128,128,0,0,128,0,128,0,128,32
[Similar to: NP-017684; ΔMass: -74.2514 Da],C24 H45 N4 O14 P3,Full match,Invalid mass,No results,No results,0.12,706.2146,1.344,115870577,,,99.3,Multiple matches found,Multiple matches found,DDA for preferred ion,77791364.07,579868.8884,465503.6686,38177904.04,31641.69282,115870577,98446566.4,120204.7168,520209.5172,32593223.57,123939.2515,7147497.671,46531.26297,77791364.07,579868.8884,465503.6686,38177904.04,31641.69282,115870577,98446566.4,120204.7168,520209.5172,32593223.57,123939.2515,7147497.671,0,16,16,128,32,0,0,32,16,16,32,16,32
L-Pyroglutamic acid,C5 H7 N O3,Full match,Full match,Full match,Partial match,-0.15,129.04257,1.108,115835747,99.4,10,97.4,Multiple matches found,Multiple matches found,DDA for preferred ion,26712165.31,59916740.92,44884489.23,36818213.75,1626207.718,3464384.336,1159105.802,8911293.052,115835747,21196132.32,63527788.51,27903485.02,75466.29428,26712165.31,59916740.92,44884489.23,36818213.75,1626207.718,3464384.336,1159105.802,8911293.052,115835747,21196132.32,63527788.51,27903485.02,128,128,128,128,128,16,32,128,0,128,128,128,32
N-Allyl-N'-(4-piperidinylmethyl)ethanediamide,C11 H19 N3 O2,Full match,Invalid mass,No results,Full match,0.02,225.14773,5.673,115305510,,,95.5,Multiple matches found,Multiple matches found,DDA for preferred ion,115305510,1793692.416,379639.0981,117419.3533,29287.21492,274461.4352,863077.2139,118926.3995,1022719.218,114175342,55977884.17,97347574.05,39582.50803,115305510,1793692.416,379639.0981,117419.3533,29287.21492,274461.4352,863077.2139,118926.3995,1022719.218,114175342,55977884.17,97347574.05,0,16,16,32,32,16,16,16,16,0,128,0,32
"(2S)-3-Hydroxy-2-({[(3S,4S,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]methyl}amino)propanoic acid (non-preferred name)",C9 H17 N O8,Full match,Invalid mass,No match,Not the top hit,0.11,267.09544,1.13,113757173.9,,,79.2,Single match found,Multiple matches found,DDA for preferred ion,88438098.12,16207112.17,11795199.49,44344757.74,1091894.374,98307547.44,113757173.9,14431604.58,20735643.89,43539204.09,17913438.05,36623773.16,57194.48878,88438098.12,16207112.17,11795199.49,44344757.74,1091894.374,98307547.44,113757173.9,14431604.58,20735643.89,43539204.09,17913438.05,36623773.16,0,128,128,128,128,0,0,128,128,128,128,128,32
L-Serine,C3 H7 N O3,Full match,Full match,Full match,Full match,-0.62,105.04253,1.057,113703765.5,99.8,10,82.5,Multiple matches found,Multiple matches found,DDA for preferred ion,51415474.26,69863276.24,38498864.34,34408509.73,1890152.474,48945290.59,60037695.54,61674643.42,113703765.5,28500168.11,98362660.54,18085209.23,32015.51767,51415474.26,69863276.24,38498864.34,34408509.73,1890152.474,48945290.59,60037695.54,61674643.42,113703765.5,28500168.11,98362660.54,18085209.23,128,128,128,128,128,128,128,128,0,128,128,128,32
methallylamine,C4 H9 N,Full match,No results,No results,Full match,0.38,71.07353,1.778,111793250.3,,,,No matches found,No matches found,DDA for preferred ion,78898544.62,58272973.2,33739489.03,31028784.33,1345360.038,78401295.51,92698118.71,45771918.28,111793250.3,16189415.23,82308405.32,7433416.567,292922.6616,78898544.62,58272973.2,33739489.03,31028784.33,1345360.038,78401295.51,92698118.71,45771918.28,111793250.3,16189415.23,82308405.32,7433416.567,128,128,128,128,128,128,0,128,0,128,128,128,16
,C2 H3 P S,Full match,No results,No results,No results,0.64,89.96936,0.965,110847538.4,,,,No matches found,No matches found,DDA for preferred ion,84204505.18,110847538.4,102331511.6,94376939.5,8064717.389,80804073.37,86948591.15,100129898.8,91298710.24,89288021.52,104740075.1,82716952.5,9335912.314,84204505.18,110847538.4,102331511.6,94376939.5,8064717.389,80804073.37,86948591.15,100129898.8,91298710.24,89288021.52,104740075.1,82716952.5,128,0,128,128,128,128,0,0,128,0,0,0,128
"3-(propan-2-yl)-octahydropyrrolo[1,2-a]pyrazine-1,4-dione",C10 H16 N2 O2,Full match,Full match,No results,Not the top hit,0.09,196.1212,9.943,107426618.5,97.8,97.6,91.7,Multiple matches found,Multiple matches found,DDA for preferred ion,68492400.95,86764973.45,94155518.37,70012075.43,3217210.689,64271932.85,77278693.04,82437640.4,95554463.81,64505973.5,107426618.5,52907859.13,981276.7626,68492400.95,86764973.45,94155518.37,70012075.43,3217210.689,64271932.85,77278693.04,82437640.4,95554463.81,64505973.5,107426618.5,52907859.13,128,128,128,128,128,128,128,128,0,128,0,128,16
"[Similar to: 3a,8-dihydroxy-3,5a,9-trimethyl-2H,3H,3aH,4H,5H,5aH,6H,7H,8H,9bH-naphtho[1,2-b]furan-2-one; ΔMass: -164.1888 Da]",,No results,Invalid mass,No results,No results,,101.96297,0.852,106723002.2,,,95,Multiple matches found,No matches found,DDA for preferred ion,70554802.73,48479805.41,32863550.1,77798131.47,2702104.875,98594531.8,106723002.2,56614253.76,26349037.3,72597395.09,47720600.82,55793037.52,1312106.645,70554802.73,48479805.41,32863550.1,77798131.47,2702104.875,98594531.8,106723002.2,56614253.76,26349037.3,72597395.09,47720600.82,55793037.52,128,128,128,128,128,0,0,128,128,128,128,128,128
"Methyl 4-hydroxy-2-methoxy-3,6-dimethylbenzoate",C11 H14 O4,Full match,Invalid mass,Partial match,Full match,-0.02,210.0892,11.889,106195727.2,,,87.7,Multiple matches found,Multiple matches found,DDA for preferred ion,615882.5276,124255.3778,146126.266,106195727.2,89737.43153,714898.8875,137141.3195,204187.2431,149600.1775,67745215.45,533392.2576,40961612.8,2054291.888,615882.5276,124255.3778,146126.266,106195727.2,89737.43153,714898.8875,137141.3195,204187.2431,149600.1775,67745215.45,533392.2576,40961612.8,16,32,32,0,32,16,32,16,32,128,16,128,16
"N3-Phenyl-1H-1,2,4-triazole-3,5-diamine",C8 H9 N5,No match,Invalid mass,No results,No match,-7.53,175.08448,1.411,105812296.8,69.2,44.1,72.9,Multiple matches found,Multiple matches found,DDA for preferred ion,48144521.71,71214824.58,105812296.8,63301330.22,86205.38,54260998.35,55434094.94,22124781.2,33919565.89,43441360.24,59144200.85,36530458.51,62581.22687,48144521.71,71214824.58,105812296.8,63301330.22,86205.38,54260998.35,55434094.94,22124781.2,33919565.89,43441360.24,59144200.85,36530458.51,0,0,0,0,16,0,0,128,128,0,0,0,16
Tetrolic Acid,C4 H4 O2,Full match,No results,No results,Full match,0.29,84.02115,1.413,105434423.5,,,,No matches found,No matches found,DDA for preferred ion,24505716.48,2578609.886,3594402.336,33686390.49,266119.3841,105434423.5,66308111.6,2031949.064,3428940.503,45851038.96,3317190.997,29554898.37,68342.75701,24505716.48,2578609.886,3594402.336,33686390.49,266119.3841,105434423.5,66308111.6,2031949.064,3428940.503,45851038.96,3317190.997,29554898.37,128,128,128,128,16,0,128,128,128,0,128,128,16
C16 phytosphingosine,C16 H35 N O3,Full match,Invalid mass,No results,Full match,0.04,289.26171,16.495,104706811.9,,,96.9,Multiple matches found,No matches found,DDA for preferred ion,1312857.183,370526.5901,1353038.896,746980.2699,489932.4883,231956.429,941977.3323,2795137.575,56092289.01,97497614.57,104380839.6,104706811.9,338495.1825,1312857.183,370526.5901,1353038.896,746980.2699,489932.4883,231956.429,941977.3323,2795137.575,56092289.01,97497614.57,104380839.6,104706811.9,16,16,16,16,16,16,16,16,128,128,0,0,32
D-Glucose 6-phosphate,C6 H13 O9 P,Full match,Full match,Not the top hit,Not the top hit,-0.03,260.02971,1.139,102907355.6,93.4,68,79.8,Multiple matches found,Multiple matches found,DDA for preferred ion,87521811.95,10237855.67,15786902.56,97371518.59,1601160.605,87691831.18,99044281.44,6960090.428,12419324.53,102907355.6,9384871.225,68655990.4,49197.02488,87521811.95,10237855.67,15786902.56,97371518.59,1601160.605,87691831.18,99044281.44,6960090.428,12419324.53,102907355.6,9384871.225,68655990.4,0,128,128,0,128,0,0,128,128,0,128,0,32
PYRIDOXAMINE,C8 H12 N2 O2,Full match,Not the top hit,Full match,Full match,0.21,168.08991,7.365,102304068.7,,,96.4,Multiple matches found,Multiple matches found,DDA for preferred ion,73706446.44,92057321.67,99947831.67,98128903.79,4063080.803,75691544.45,82734432.16,97608852.06,93929528.69,76200194.32,102304068.7,76003984.98,107195.2861,73706446.44,92057321.67,99947831.67,98128903.79,4063080.803,75691544.45,82734432.16,97608852.06,93929528.69,76200194.32,102304068.7,76003984.98,128,64,0,0,128,128,128,0,0,128,0,128,16
PYRIDOXAMINE,C8 H12 N2 O2,Full match,Partial match,Full match,Full match,0.17,168.08991,7.378,99947831.67,,,95.7,Multiple matches found,Multiple matches found,DDA for preferred ion,6993993.527,92057321.67,99947831.67,98128903.79,4068182.84,75691544.45,82734432.16,97608852.06,93929528.69,76200194.32,11611439.8,2923541.61,110421.5403,6993993.527,92057321.67,99947831.67,98128903.79,4068182.84,75691544.45,82734432.16,97608852.06,93929528.69,76200194.32,11611439.8,2923541.61,16,0,64,64,128,128,128,64,64,128,16,16,16
,C16 H29 N O13,Full match,No results,No results,No results,0.22,443.16399,1.393,99836951.95,,,,No matches found,No matches found,DDA for preferred ion,75718399.35,7940370.986,932023.5632,8790589.151,18720.95511,99836951.95,66748657.91,5800301.115,1182798.787,3418632.212,12824633.78,1347431.748,32202.62129,75718399.35,7940370.986,932023.5632,8790589.151,18720.95511,99836951.95,66748657.91,5800301.115,1182798.787,3418632.212,12824633.78,1347431.748,0,128,128,128,32,128,0,128,128,128,128,128,32
(3S)-3-(5-Methoxy-1H-benzimidazol-2-yl)-N-phenyl-1-pyrrolidinecarboxamide,C19 H20 N4 O2,No match,Invalid mass,No results,No match,-53560.09,318.15394,1.035,99006273.66,66.8,47.5,83.2,Multiple matches found,Multiple matches found,DDA for preferred ion,30926876.83,83550624.5,76247419.63,38273599.21,1958619.575,28894072.47,32211479.91,50995536.29,99006273.66,29333003.89,91168881.79,32744576.34,45570.53719,30926876.83,83550624.5,76247419.63,38273599.21,1958619.575,28894072.47,32211479.91,50995536.29,99006273.66,29333003.89,91168881.79,32744576.34,128,0,0,128,128,128,128,128,0,128,0,128,32
Methionine sulfoxide,C5 H11 N O3 S,Full match,Full match,Partial match,Full match,0.2,165.046,1.187,98749119.12,97.5,90.1,63.9,Multiple matches found,Multiple matches found,DDA for preferred ion,82819862.49,7081023.377,4416131.381,4349936.622,225113.8591,80507551.47,98749119.12,9829037.748,10393153.18,1914586.948,11007759.83,2076448.462,38164.07489,82819862.49,7081023.377,4416131.381,4349936.622,225113.8591,80507551.47,98749119.12,9829037.748,10393153.18,1914586.948,11007759.83,2076448.462,0,128,128,128,128,0,0,128,128,128,128,128,32
"N-[5-(1,2-Dihydroxyethyl)-4-hydroxy-2-oxotetrahydro-3-furanyl]acetamide",C8 H13 N O6,Full match,Invalid mass,Partial match,Not the top hit,0.06,219.0743,1.105,96497081.05,,,75.4,No matches found,Multiple matches found,DDA for preferred ion,60289813.02,24484256.01,16011454.34,88214000.49,934730.263,59658268.61,75307604.67,11555524.57,18516471.67,96497081.05,25681635.47,74919253.18,38453.50326,60289813.02,24484256.01,16011454.34,88214000.49,934730.263,59658268.61,75307604.67,11555524.57,18516471.67,96497081.05,25681635.47,74919253.18,0,128,128,0,128,0,0,128,128,0,128,0,32
Amitriptyline-d3,C20 H20 [2]H3 N,No match,Invalid mass,No results,No match,7.01,280.20384,19.832,87967951.81,65.5,43.5,90.1,Single match found,Single match found,DDA for preferred ion,993673.1173,656742.2554,20818828.77,5237152.398,996473.8422,3372113.312,3194272.838,87967951.81,1690102.62,4764506.835,2894136.661,67462.39721,6427166.095,993673.1173,656742.2554,20818828.77,5237152.398,996473.8422,3372113.312,3194272.838,87967951.81,1690102.62,4764506.835,2894136.661,67462.39721,16,16,128,128,16,128,128,0,16,128,16,32,128
L-Lysine,C6 H14 N2 O2,Full match,Full match,Full match,Full match,0.13,146.10555,0.926,83884815.75,99.6,93.4,97.4,Multiple matches found,Multiple matches found,DDA for preferred ion,32539129.36,43305657.07,40430468,17587046.43,1961656.529,29117120.05,30623412.65,33922865.91,83884815.75,12960991.93,47898288.04,7118206.081,44134.47576,32539129.36,43305657.07,40430468,17587046.43,1961656.529,29117120.05,30623412.65,33922865.91,83884815.75,12960991.93,47898288.04,7118206.081,128,128,128,128,128,128,128,128,0,128,128,128,32
[Similar to: 3-Iodoamphetamine; ΔMass: -45.0581 Da],,No results,Invalid mass,No results,No results,,215.94332,0.849,79210467.01,,,62.8,No matches found,Multiple matches found,DDA for preferred ion,63637462.29,44128590.87,32389607.09,62530173.71,995311.1155,71581693.7,79210467.01,44607165.73,26921572.94,57438330.53,43483567.73,49575528.59,255318.1626,63637462.29,44128590.87,32389607.09,62530173.71,995311.1155,71581693.7,79210467.01,44607165.73,26921572.94,57438330.53,43483567.73,49575528.59,0,128,128,0,128,0,0,128,128,128,128,128,128
