FeatureID,Name,Formula,MW,# ChemSpider Results,# mzCloud Results,KEGG Pathways,Area: 60_CTRL_1246.1,Area: 59_CTRL_1154.1,Area: 57_CTRL_1246.3,Area: 47_CTRL_1177.1,Area: 46_CTRL_1154.2,Area: 41_CTRL_CTRL.1,Area: 40_CTRL_CTRL.3,Area: 19_CTRL_1246.2,Area: 14_CTRL_1177.3,Area: 10_CTRL_1154.3,Area: 2_CTRL_CTRL.2,Gap Status: 60_CTRL_1246.1,Gap Status: 59_CTRL_1154.1,Gap Status: 57_CTRL_1246.3,Gap Status: 47_CTRL_1177.1,Gap Status: 46_CTRL_1154.2,Gap Status: 41_CTRL_CTRL.1,Gap Status: 40_CTRL_CTRL.3,Gap Status: 38_BOCU_1177.2,Gap Status: 14_CTRL_1177.3,Gap Status: 10_CTRL_1154.3,Gap Status: 2_CTRL_CTRL.2,name4plot,C,H,N,O,Cl,S,P,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class
Feature0315,Nonylbenzene,C15 H24,204.18777,455,167,Metabolic pathways;Biosynthesis of secondary metabolites;Other,337612.7662,27691140.23,361175.3007,973371.1526,37367474.43,371883.442,316676.7746,952752.3895,1658950.763,19117118.56,818538.3541,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Nonylbenzene,15,24,0,0,0,0,0,1.6,0,-1.5999999999999996,105.89999999999998,4,4,0.26666666666666666,0.26666666666666666,4,Lipid
Feature0314,Nicotinic acid,C6 H5 N O2,123.03198,9,45,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of plant secondary metabolites;Biosynthesis of cofactors;Degradation of aromatic compounds;Tropane, piperidine and pyridine alkaloid biosynthesis;Other",10524332.71,24546985.47,12693440.82,40586265.45,16050790.59,41728521.24,35685151.66,21985709.11,16778057.96,21808356.14,36056980.25,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Nicotinic acid,6,5,1,2,0,0,0,0.8333333333333334,0.3333333333333333,0.3333333333333335,50.8,5,3,0.6666666666666666,0.75,2,Lignin
Feature0313,Nicotinamide,C6 H6 N2 O,122.04796,13,35,Metabolic pathways;Biosynthesis of cofactors;Other,664880.8644,258037.9414,707513.1587,446767.4062,338700.5561,13312752.41,10793623.46,31230799.18,16835244.31,170059.0154,10417694.27,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Nicotinamide,6,6,2,1,0,0,0,1,0.16666666666666666,0.3333333333333335,50.8,5,4,0.6666666666666666,0.7142857142857143,2,Lignin
Feature0312,Ne-Acetyllysine,C8 H16 N2 O3,188.11612,27,149,Metabolic pathways;Other,41030789.41,9076923.493,62576740.37,16520683.22,6759987.541,41498940.84,31913814.2,75279022.21,25696390.95,4895524.496,35137778.16,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Ne-Acetyllysine,8,16,2,3,0,0,0,2,0.375,-0.5,74.55,2,-1,-1,-0.3333333333333333,-3,Protein
Feature0311,N8-Acetylspermidine,C9 H21 N3 O,187.16849,2,1,NA,205512.046,2691453.093,256917.2795,2535375.209,182066.9168,315529.7948,197478.7431,420377.1476,2217691.772,2060909.119,238838.7289,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,N8-Acetylspermidine,9,21,3,1,0,0,0,2.3333333333333335,0.1111111111111111,-1.1111111111111107,91.96666666666665,1,0,-0.6,-0.45454545454545453,-3,Lipid
Feature0310,"N3,N4-Dimethyl-L-arginine",C8 H18 N4 O2,202.14285,6,2,NA,3061854.624,52902923.09,4894211.652,57868532.49,14560878.14,30257757.03,28107475.2,6337979.945,71187397.69,56635299.57,35112915.56,Full gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,No gap,No gap,Full gap,No gap,"N3,N4-Dimethyl-L-arginine",8,18,4,2,0,0,0,2.25,0.25,-0.25,67.425,2,0,-2,-1,-4,Lipid
Feature0309,N-Methyl-Nâ€²-piperazinoacetohydrazide,C7 H16 N4 O,172.13244,2,0,NA,481035982.3,142266.8286,504836293.6,100032.6434,67699.28124,224091.7578,587654.4116,334250.7518,80311.0446,97947.33255,5099908.344,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,N-Methyl-Nâ€²-piperazinoacetohydrazide-peak2,7,16,4,1,0,0,0,2.2857142857142856,0.14285714285714285,-0.2857142857142856,68.44285714285714,2,1,-1.5,-1,-3,Lipid
Feature0308,N-Methyl-Nâ€²-piperazinoacetohydrazide,C7 H16 N4 O,172.13243,2,0,NA,6813094.022,140474.6073,14054271.13,232828.8467,83939.30004,5745406.026,5017005.087,433033197.5,1040819.556,100439.802,127113.923,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,N-Methyl-Nâ€²-piperazinoacetohydrazide-peak1,7,16,4,1,0,0,0,2.2857142857142856,0.14285714285714285,-0.2857142857142856,68.44285714285714,2,1,-1.5,-1,-3,Lipid
Feature0307,N-Caffeoylputrescine,C13 H18 N2 O3,250.1317,27,21,NA,140745.9464,137850.6802,132045.8581,21516187.43,139518.6191,152368.7411,463671.2735,149226.4518,123397704.4,143169.5385,151084.9689,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,N-Caffeoylputrescine,13,18,2,3,0,0,0,1.3846153846153846,0.23076923076923078,-0.4615384615384617,73.45384615384616,6,3,0.125,0.2631578947368421,1,Lignin
Feature0306,N-Allyl-N'-(4-piperidinylmethyl)ethanediamide,C11 H19 N3 O2,225.14773,12,36,NA,96851246.66,58724779.15,114135132.5,20474258.17,22518869.71,130676469.2,106480294.5,124616018.8,22257553.95,52436562.71,115546891.6,Full gap,No gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,N-Allyl-N'-(4-piperidinylmethyl)ethanediamide,11,19,3,2,0,0,0,1.7272727272727273,0.18181818181818182,-0.5454545454545459,75.84545454545456,4,2,-0.16666666666666666,0,-1,Lipid
Feature0305,N-Acetylvaline,C7 H13 N O3,159.08956,56,2,"Metabolic pathways;Tropane, piperidine and pyridine alkaloid biosynthesis;Other",296818.8423,701453.1948,312486.8346,4388638.262,2013466.58,419840.389,313592.9114,306207.2236,507357.8546,163954.5644,296795.9533,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,N-Acetylvaline,7,13,1,3,0,0,0,1.8571428571428572,0.42857142857142855,-0.5714285714285712,76.58571428571427,2,-1,-0.6666666666666666,-0.1111111111111111,-2,Protein
Feature0304,N-Acetyl-L-histidine,C8 H11 N3 O3,197.08006,14,58,NA,3592388.443,6322425.917,3797104.485,4303729.691,5478987.177,4870751.927,4465883.852,4649910.959,7178611.961,5518006.683,3997039.647,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,N-Acetyl-L-histidine,8,11,3,3,0,0,0,1.375,0.375,0.5,46.05,5,2,-0.5,0.14285714285714285,-1,Lignin
Feature0303,N-Acetyl-D-galactosamine,C8 H15 N O6,221.08991,22,10,Metabolic pathways;ABC transporters;Other,3615490.25,16634881.4,6757600.761,31533005.5,13316047.98,4014982.378,5323836.886,5752426.41,13502224.75,12601610.37,6160248.619,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,N-Acetyl-D-galactosamine,8,15,1,6,0,0,0,1.875,0.75,0,60.3,2,-4,-5,-0.5,-5,Carbohydrate
Feature0302,"N-Acetyl-3,4,5,6-tetrahydroxynorleucine",C8 H15 N O7,237.08488,12,4,NA,122707672.9,42994303.78,154570446.9,30765197.56,15770279.98,114982072.9,89129779.83,140657401.2,27362407.54,36414611.87,94536516,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,"N-Acetyl-3,4,5,6-tetrahydroxynorleucine",8,15,1,7,0,0,0,1.875,0.875,0.25,53.175,2,-5,-Inf,-0.7142857142857143,-6,Carbohydrate
Feature0301,"N-[5-(1,2-Dihydroxyethyl)-4-hydroxy-2-oxotetrahydro-3-furanyl]acetamide",C8 H13 N O6,219.0743,7,4,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Other,75248601.37,25760131.04,96526403.08,18425279.02,11393011.83,74347540.22,59011538.85,87277771.93,15870994.81,24223119.82,60147518.37,Full gap,No gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,"N-[5-(1,2-Dihydroxyethyl)-4-hydroxy-2-oxotetrahydro-3-furanyl]acetamide",8,13,1,6,0,0,0,1.625,0.75,0.25,53.175,3,-3,-4,-0.25,-4,Carbohydrate
Feature0300,"N-[3-Chloro-4-(3-methyl-2,5-dioxo-3-phenyl-1-pyrrolidinyl)phenyl]-2-pyridinecarboxamide",C23 H18 Cl N3 O3,419.10311,2,0,NA,377879.7735,441484.5095,399510.2952,5769361.643,490249.1807,516673.996,500196.3777,469298.5203,246563491.9,490913.6623,501191.753,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,"N-[3-Chloro-4-(3-methyl-2,5-dioxo-3-phenyl-1-pyrrolidinyl)phenyl]-2-pyridinecarboxamide",24,18,3,3,1,0,0,0.75,0.125,-0.125,63.8625,17.5,14.5,0.6388888888888888,0.6666666666666666,11.5,Condensed HC
Feature0299,N-(3-Carboxypropanoyl)-5-hydroxynorvaline,C9 H15 N O6,233.08993,5,1,NA,190257392.5,35041400.63,223052948.7,16254440.12,16048177.19,316253099.7,224591996.7,131496400.3,16607799.85,25691296.44,298433086.1,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,N-(3-Carboxypropanoyl)-5-hydroxynorvaline,9,15,1,6,0,0,0,1.6666666666666667,0.6666666666666666,0,60.3,3,-3,-2,-0.2,-4,Amino Sugar
Feature0298,"N,N-dimethyl-N'-(3-phenyl[1,2,4]triazolo[4,3-b]pyridazin-6-yl)iminoformamide",C14 H14 N6,266.12669,29,6,Metabolic pathways;Biosynthesis of cofactors;Other,6793145.139,16842566.07,7588329.676,65473429.3,18836485.07,164327.9713,358635.2283,12402558.36,68561313.2,18744937.41,139575.5684,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,"N,N-dimethyl-N'-(3-phenyl[1,2,4]triazolo[4,3-b]pyridazin-6-yl)iminoformamide",14,14,6,0,0,0,0,1,0,0.2857142857142856,52.15714285714286,11,11,0.625,0.625,5,Unsaturated HC
Feature0297,"N,N'-1,4-Butanediyldiacetamide",C8 H16 N2 O2,172.1212,20,35,NA,5216100.629,194598.7513,7941370.23,258691.5562,96442.04771,1693012.376,1315445.204,12934809.91,415105.2601,210751.436,1060423.916,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,"N,N'-1,4-Butanediyldiacetamide",8,16,2,2,0,0,0,2,0.25,-0.75,81.675,2,0,-0.5,-0.2,-2,Lipid
Feature0296,muramic acid,C9 H17 N O7,251.10051,8,4,Metabolic pathways;ABC transporters;Other,7535769.533,34008441.41,17091504.26,19946389.82,13874050.21,358032922.6,306549421.1,49805890.59,10621416.91,34562189.98,301042185.7,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,muramic acid,9,17,1,7,0,0,0,1.8888888888888888,0.7777777777777778,0,60.3,2,-5,-6,-0.5555555555555556,-6,Carbohydrate
Feature0295,MFCD09839908,C11 H16 N2 O3,224.11608,20,53,NA,1635922.83,13461940.99,1182591.167,5008065.493,20756024.63,6787751.534,8392523.821,1493502.69,3121204.419,13545351.75,5905612.01,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,MFCD09839908,11,16,2,3,0,0,0,1.4545454545454546,0.2727272727272727,-0.3636363636363633,70.66363636363636,5,2,0,0.2,0,Lignin
Feature0294,MFCD00634809,C16 H20 N2 O3,288.14736,25,147,NA,132963.417,219622.2247,105883.0532,33316541.89,3368350.238,191475.2118,177653.2043,119854.0193,11772517.74,1979598.384,169419.0735,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,MFCD00634809,16,20,2,3,0,0,0,1.25,0.1875,-0.5,74.55,8,5,0.2727272727272727,0.36,3,Lignin
Feature0293,MFCD00063043,C11 H14 N2 O3,222.10044,41,119,NA,10025696.28,15716611.29,20418569.84,554047.5783,243073.5161,571047.9635,290367.4883,1086828.7,356413.8683,270828.9973,19548075.22,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,MFCD00063043-peak2,11,14,2,3,0,0,0,1.2727272727272727,0.2727272727272727,-0.18181818181818166,65.48181818181817,6,3,0.16666666666666666,0.3333333333333333,1,Lignin
Feature0292,MFCD00063043,C11 H14 N2 O3,222.10045,41,111,NA,203202.3616,622183.9511,829686.7998,34971206.95,9680513.115,20786745.37,18152958.6,28362754.52,14434205.56,9283127.461,19548075.22,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,MFCD00063043-peak1,11,14,2,3,0,0,0,1.2727272727272727,0.2727272727272727,-0.18181818181818166,65.48181818181817,6,3,0.16666666666666666,0.3333333333333333,1,Lignin
Feature0291,MFCD00025556,C8 H14 N2 O5,218.09029,13,11,NA,28198292.99,22226105.48,52958041.39,66257846.08,26720533.86,23107662.84,20049826.12,48139067.88,19648613.41,12963823.64,21165626.58,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,MFCD00025556,8,14,2,5,0,0,0,1.75,0.625,0.25,53.175,3,-2,-4,-0.42857142857142855,-4,Amino Sugar
Feature0290,MFCD00025555,C9 H18 N2 O3,202.1317,21,93,NA,2117767.605,527980.8415,2169320.274,26011307.49,8836262.395,121427333.3,92620047.82,71954606.61,62456660.23,7744129.392,98203483.8,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,Full gap,MFCD00025555,9,18,2,3,0,0,0,2,0.3333333333333333,-0.666666666666667,79.30000000000001,2,-1,-0.75,-0.2727272727272727,-3,Protein
Feature0289,Mevalonolactone,C6 H10 O3,130.06297,73,69,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Degradation of aromatic compounds;Other,9040781.744,14916702.65,11355428.47,28246572,1556494.511,653380.663,927554.2345,12830035.93,50230586.6,25843399.78,477252.2625,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Mevalonolactone,6,10,0,3,0,0,0,1.6666666666666667,0.5,-0.666666666666667,79.30000000000001,2,-1,-0.3333333333333333,0.1111111111111111,-1,Protein
Feature0288,Methylhippuric acid,C10 H11 N O3,193.07402,66,73,Other,573678.5525,613244.8984,733019.2394,1832619.459,1492729.942,1859032.693,2200944.881,712624.8943,8069042.886,351234.9454,2222146.073,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Methylhippuric acid,10,11,1,3,0,0,0,1.1,0.3,-0.20000000000000018,66,6,3,0.3333333333333333,0.4666666666666667,2,Lignin
Feature0287,Methyl piperonyl ketone,C10 H10 O3,178.06304,80,73,"Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Phenylalanine, tyrosine and tryptophan biosynthesis;Other",237767084.9,1297118.44,195788286,651279.3903,707659.9944,613176.6313,596464.2828,198610912,720136.0577,660023.551,602052.9734,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Methyl piperonyl ketone,10,10,0,3,0,0,0,1,0.3,-0.40000000000000036,71.7,6,3,0.42857142857142855,0.5294117647058824,3,Lignin
Feature0286,methyl N-acetylneuraminate,C12 H21 N O9,323.12172,3,300,NA,13424868.33,1251809.404,3767444.292,1130770.01,944515.0787,23210425.44,24894099.61,179267895,858173.9226,1442972.022,540995623.3,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,methyl N-acetylneuraminate-peak2,12,21,1,9,0,0,0,1.75,0.75,0,60.3,3,-6,-3.5,-0.38461538461538464,-7,Carbohydrate
Feature0285,methyl N-acetylneuraminate,C12 H21 N O9,323.12167,3,15,NA,8803184.142,7687570.105,12742589.56,9299732.115,1467850.421,125179922.2,125978436.6,19395190.41,212780.8549,1154069.002,120215528.5,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,methyl N-acetylneuraminate-peak1,12,21,1,9,0,0,0,1.75,0.75,0,60.3,3,-6,-3.5,-0.38461538461538464,-7,Carbohydrate
Feature0284,Methyl glycyl-N~5~-(diaminomethylene)-L-ornithinate,C9 H19 N5 O3,245.14919,7,4,Metabolic pathways;Other,5913477.288,3792927.277,12622835.17,3120810.085,3183275.98,5169090.279,5578533.488,14051417.55,7420305.952,3720841.097,5622576.483,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Methyl glycyl-N~5~-(diaminomethylene)-L-ornithinate,9,19,5,3,0,0,0,2.111111111111111,0.3333333333333333,0.22222222222222232,53.96666666666666,3,0,-5,-1.4,-5,Protein
Feature0283,"Methyl 4-hydroxy-2-methoxy-3,6-dimethylbenzoate",C11 H14 O4,210.08921,72,74,Metabolic pathways;Biosynthesis of secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids,40501309.71,439445.077,67793802.06,151677.6743,200017.722,134335.4819,135560.8151,106440481.7,143136.6012,121713.1796,603281.9024,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,"Methyl 4-hydroxy-2-methoxy-3,6-dimethylbenzoate",11,14,0,4,0,0,0,1.2727272727272727,0.36363636363636365,-0.5454545454545459,75.84545454545456,5,1,0.14285714285714285,0.3333333333333333,1,Lignin
Feature0282,"Methyl 4,6-dideoxy-4-[(2,4-dihydroxybutanoyl)amino]hexopyranoside",C11 H21 N O7,279.13182,9,4,NA,2341110.197,16946555.05,6342257.056,31494665.85,3334135.332,83900626.56,93095081.74,12300588.49,2998817.419,12907466.67,104660838.8,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,"Methyl 4,6-dideoxy-4-[(2,4-dihydroxybutanoyl)amino]hexopyranoside",11,21,1,7,0,0,0,1.9090909090909092,0.6363636363636364,-0.3636363636363633,70.66363636363636,2,-5,-2,-0.38461538461538464,-6,Amino Sugar
Feature0281,"Methyl (5-acetamido-2,2-dimethyl-4,6-dioxo-1,3-dioxan-5-yl)acetate",C11 H15 N O7,273.08486,6,0,NA,490511785.1,620946767.9,546129131.5,590311901.2,484156341.9,254755510.1,210230770.2,567709487.2,584700545.5,509075476.2,220187608.2,Full gap,No gap,No gap,Full gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,"Methyl (5-acetamido-2,2-dimethyl-4,6-dioxo-1,3-dioxan-5-yl)acetate",11,15,1,7,0,0,0,1.3636363636363635,0.6363636363636364,0.18181818181818166,55.11818181818182,5,-2,-1,0.07692307692307693,-3,Lignin
Feature0280,methoxyresorcinol,C7 H8 O3,140.04735,42,83,Microbial metabolism in diverse environments;Other,983372085.9,9727720.65,1073164390,4458443.97,7312737.129,1215439.136,2527064.61,1331165044,7837527.581,7404704.654,597072.2742,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,methoxyresorcinol,7,8,0,3,0,0,0,1.1428571428571428,0.42857142857142855,-0.2857142857142856,68.44285714285714,4,1,0.25,0.45454545454545453,1,Lignin
Feature0279,Methionine sulfoxide,C5 H11 N O3 S,165.04599,14,4,Metabolic pathways;Other,2086149.8,11042706.27,1915303.41,10341977.87,9694291.081,96674147.71,79597725.23,4302906.735,4376597.087,7003370.59,82609595.76,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Methionine sulfoxide,5,11,1,3,0,1,0,2.2,0.6,0,60.3,1,-2,-Inf,-1.6666666666666667,-4,Amino Sugar
Feature0278,Methionine,C5 H11 N O2 S,149.05106,12,107,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of cofactors;ABC transporters;Protein digestion and absorption;Aminoacyl-tRNA biosynthesis;Central carbon metabolism in cancer;Biosynthesis of various plant secondary metabolites;D-Amino acid metabolism;Other,6864783.898,117264110.8,2211521.963,167447275.6,64634869.01,42324600.82,32587385.33,10669221.57,55924536.18,73371574.02,32137970.13,Full gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,No gap,No gap,Full gap,No gap,Methionine,5,11,1,2,0,1,0,2.2,0.4,-0.40000000000000036,71.7,1,-1,-3,-1,-3,Protein
Feature0277,methallylamine,C4 H9 N,71.07352,11,0,NA,7487528.807,82312515.49,16203969.79,111282185.3,44308593.29,91371496.42,80627423.03,30682099.95,33381323.06,57416737.05,79644179.42,Full gap,Full gap,No gap,Full gap,No gap,Full gap,No gap,Full gap,No gap,Full gap,No gap,methallylamine,4,9,1,0,0,0,0,2.25,0,-1.5,103.05,1,1,0,0,0,Lipid
Feature0276,Mephedrone,C11 H15 N O,177.11537,66,42,NA,132942.3938,144406.2269,101812.981,3077174.95,250330.7331,244080.1507,178633.2938,115826.4063,13200978.85,112826.8729,160199.1792,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Mephedrone,11,15,1,1,0,0,0,1.3636363636363635,0.09090909090909091,-0.9090909090909092,86.2090909090909,5,4,0.3333333333333333,0.3684210526315789,3,Unsaturated HC
Feature0275,Meconin,C10 H10 O4,194.05788,80,10,Metabolic pathways;Biosynthesis of secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids,576277.6402,4386416.756,470591.5781,27133072.95,2688104.663,538757.7267,479495.3078,542756.0486,137277662,2356421.364,682907.18,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Meconin,10,10,0,4,0,0,0,1,0.4,-0.20000000000000018,66,6,2,0.3333333333333333,0.5,2,Lignin
Feature0274,mebutamate,C10 H20 N2 O4,232.14229,16,21,Metabolic pathways;Biosynthesis of cofactors;Other,1037906.235,515543.404,2261961.358,15709032.42,6918768.37,36784425.11,30944754.46,38088862.34,27283419.64,5213586.408,31591218.25,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,mebutamate,10,20,2,4,0,0,0,2,0.4,-0.5999999999999996,77.39999999999999,2,-2,-1,-0.3333333333333333,-4,Protein
Feature0273,lys-leu,C12 H25 N3 O3,259.18959,15,97,NA,541101.6776,301825.661,1412465.219,35093935.58,1163493.957,2267164.007,2703959.847,2390622.028,429309.2572,139881.1879,265583.4853,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,lys-leu,12,25,3,3,0,0,0,2.0833333333333335,0.25,-0.833333333333333,84.04999999999998,2,-1,-0.6666666666666666,-0.3333333333333333,-4,Lipid
Feature0272,Linoleamide,C18 H33 N O,279.25625,5,32,NA,3468080.44,6222863.081,12769488.07,7748738.816,11221404.02,10726889.77,9880111.933,4118974.955,5084528.137,6646235.481,7887970.409,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Linoleamide,18,33,1,1,0,0,0,1.8333333333333333,0.05555555555555555,-1.5555555555555554,104.63333333333333,3,2,0.0625,0.09090909090909091,1,Lipid
Feature0271,Linamarin,C10 H17 N O6,247.10556,8,4,Metabolic pathways;Biosynthesis of secondary metabolites;Cyanoamino acid metabolism,176965674.9,11110997.61,192272443.7,6918395.807,9450786.876,107381026,96338733.45,267117144.9,11206122.4,13361947.05,100728363.5,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Linamarin,10,17,1,6,0,0,0,1.7,0.6,-0.20000000000000018,66,3,-3,-1.3333333333333333,-0.16666666666666666,-4,Amino Sugar
